objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
11211,10DH12,Maxfield St,52 Maxfield St,IS,,1004740122,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2426; METERED_FL=U; PLACEMENT=MIGRATED,10DH12,,,MU,MUCENT,1993,,,,1,,1177632000000,palaciolv,1236211200000,{2F731B3F-CEE5-5920-8A55-71A7768C87BE},-71.155497267999976,42.279558591000068,52 (STREET_FEA 2764),STREET_FEA 2764,40,derived_0_50_ft,boston-sam,93113,52 Maxfield St,Maxfield St,42.27946866,-71.15541062,Lagrange Street & Maxfield Street,139,nearest_address
11217,10DH126,Stratford St,80 Stratford St,IS,,1004740022,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=242; METERED_FL=U; PLACEMENT=MIGRATED,10DH126,,,DA,ADB-84-B,1990,,,,1,,1177632000000,palaciolv,1236211200000,{92F57B1E-505A-5003-9CF9-8B560C6DF46D},-71.150041714999986,42.283126450000054,80 (STREET_FEA 4027),STREET_FEA 4027,57,derived_50_100_ft,boston-sam,131252,80 Stratford St,Stratford St,42.28327866,-71.14999062,Anawan Avenue & Stratford Street,39,nearest_address
11225,8EH2,Washington St,4785 Washington St,IS,410227200000,805740003,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3295; METERED_FL=U; PLACEMENT=MIGRATED,8EH2,,,KE,KEK81-A,1995,,,,1,,1177632000000,connorsm,1240876800000,{543FAAB9-EF24-5075-B414-773DEBA265A8},-71.144773591999979,42.272213606000037,4785 (STREET_FEA 4401),STREET_FEA 4401,66,derived_50_100_ft,boston-sam,145327,4785 Washington St,Washington St,42.27238865,-71.14483061,Pheasant Street & Washington Street,78,nearest_address
11260,12CH48,Brook Farm Rd,62 Brook Farm Rd,IS,757382400000,1203740043,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2625; METERED_FL=U; PLACEMENT=MIGRATED,12CH48,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1240358400000,{47188B2E-6CF7-5719-963F-7F92EAAE6AD6},-71.165754691999950,42.292980307000050,58 (STREET_FEA 690),STREET_FEA 690,82,derived_50_100_ft,boston-sam,21928,62 Brook Farm Rd,Brook Farm Rd,42.29284866,-71.16600062,Brook Farm Road & Lyall Street,37,nearest_address
11261,12CH86,Corey St,363 Corey St,IS,,1203740005,,,GPS,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1190; METERED_FL=U; PLACEMENT=MIGRATED,12CH86,,,MU,MUCENT,1993,,,,1,,1177632000000,chalmersh,1240358400000,{3B78CE84-A787-52AB-8CEA-5884D8502A74},-71.164774389999934,42.294710276000046,3 OPP (STREET_FEA 2492),STREET_FEA 2492,45,derived_0_50_ft,boston-sam,42818,363 Corey St,Corey St,42.29476866,-71.16492062,Cricket Lane & Ledgewood Road,53,nearest_address
11262,12BH6,Baker St,776 Baker St,IS,,1202740006,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3417; METERED_FL=U; PLACEMENT=MIGRATED,12BH6,,,KE,KEK81-A,1985,,,,1,,1177632000000,chalmersh,1240358400000,{0F4383B1-8EE7-5DF9-A734-66298C3E4503},-71.176208424999970,42.293118722000031,STREET_FEA 384,STREET_FEA 384,66,derived_50_100_ft,boston-sam,350528,776 Baker St,Baker St,42.29315645,-71.17644865,Baker Street & Dedham Street,845,nearest_address
11263,12CH84,Corey St,330 Corey St,IS,,1203740026,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=690; METERED_FL=U; PLACEMENT=MIGRATED,12CH84,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1240358400000,{258A61C9-DBFD-5ACF-9D5E-71663186F224},-71.163329601999976,42.293727442000034,330A (STREET_FEA 1138),STREET_FEA 1138,76,derived_50_100_ft,boston-sam,42806,330 Corey St,Corey St,42.29369866,-71.16361062,Brook Farm Road & Corey Street,53,nearest_address
11264,11CH82,Lagrange St,526-528 Lagrange St,IS,,1103740191,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4321; METERED_FL=U; PLACEMENT=MIGRATED,11CH82,,,MU,MUCENT,2002,,,,1,,1177632000000,chalmersh,1240358400000,{0BFDCB5E-65D8-5A1C-B824-D8AE8D0830B6},-71.161737620999986,42.283967000000075,528 (STREET_FEA 2426),STREET_FEA 2426,39,derived_0_50_ft,boston-sam,82810,526-528 Lagrange St,Lagrange St,42.28391566,-71.16186562,Lagrange Street & Virgil Road,30,nearest_address
11269,11CH14,Temple St,238 Temple St,IS,,1103740180,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4281; METERED_FL=U; PLACEMENT=MIGRATED,11CH14,,,DA,ADB-84-B,1990,,,,1,,1177632000000,chalmersh,1240358400000,{B8CD9A6E-6EF3-5D7F-8531-993FBD816510},-71.167464730999939,42.284370218000049,238 (STREET_FEA 4125),STREET_FEA 4125,47,derived_0_50_ft,boston-sam,134289,238 Temple St,Temple St,42.28424866,-71.16752062,Temple Street & Varick Road,151,nearest_address
11273,11CH164,Whittemore St,27 Whittemore St,IS,1287705600000,1103740071,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1184; METERED_FL=U; PLACEMENT=MIGRATED,11CH164,,,KE,KEK81-A,2009,,,,1,,1177632000000,chalmersh,1351123200000,{8600FA5A-8B83-571F-8458-1F6A985D9686},-71.161297445999935,42.287576840000042,27 (STREET_FEA 4510),STREET_FEA 4510,54,derived_50_100_ft,boston-sam,149471,27 Whittemore St,Whittemore St,42.28765866,-71.16113062,Crest Street & Whittemore Street,55,nearest_address
11282,10DH1,Pine Lodge Rd,23 Pine Lodge Rd,IS,725846400000,1004740165,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3769; METERED_FL=U; PLACEMENT=MIGRATED,10DH1,,,MU,MUCENT,1993,,,,1,,1177632000000,palaciolv,1236124800000,{CF311229-8EDA-5010-AC58-62733401FFD6},-71.156720398999937,42.278464458000030,23 (STREET_FEA 4916),STREET_FEA 4916,63,derived_50_100_ft,boston-sam,110821,23 Pine Lodge Rd,Pine Lodge Rd,42.27829865,-71.15665062,Lagrange Street & Maxfield Street,381,nearest_address
11289,9CH86,Centre St,2268 Centre St,IS,,903740159,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=887; METERED_FL=U; PLACEMENT=MIGRATED,9CH86,,,MU,MUCENT,1991,,,,1,,1177632000000,connorsm,1240876800000,{CF89812C-045E-5041-BB75-3214631CAB9C},-71.160678644999962,42.273170668000034,2268 (STREET_FEA 886),STREET_FEA 886,48,derived_0_50_ft,boston-sam,27837,2268 Centre St,Centre St,42.27317865,-71.16050062,Centre Street & Centre Terrace,26,nearest_address
11300,7CH106,Grove St,126-128 Grove St,IS,,703740048,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=218; METERED_FL=U; PLACEMENT=MIGRATED,7CH106,,,MU,MUCENT,2000,,,,1,,1177632000000,connorsm,1240790400000,{CB293BC1-8101-546E-BA57-AA6EE01FBFA1},-71.158383910999987,42.265309923000075,125 OPP (STREET_FEA 1948),STREET_FEA 1948,90,derived_50_100_ft,boston-sam,67396,126-128 Grove St,Grove St,42.26516865,-71.15811062,Altair Road & Grove Street,197,nearest_address
11309,9CH6,Morrell St,26 Morrell St,IS,801964800000,903740138,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3967; METERED_FL=U; PLACEMENT=MIGRATED,9CH6,,,KE,KEK81-A,1995,,,,1,,1177632000000,denapolipd,1350864000000,{1D1BF664-FE19-5713-AC73-119F6AF77944},-71.168749706999961,42.273552967000057,12-22 OPP (STREET_FEA 2924),STREET_FEA 2924,119,derived_100_150_ft,boston-sam,97475,26 Morrell St,Morrell St,42.27352865,-71.16831062,Morrell Street & Spring Street,272,nearest_address
11316,8DH47,High View Ave,47 High View Ave,IS,,804740053,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4401; METERED_FL=U; PLACEMENT=MIGRATED,8DH47,,,MU,MUCENT,1989,,,,1,,1177632000000,chalmersh,1237161600000,{DC25642B-3F8B-5903-A46A-6EA0D3A39166},-71.152649064999935,42.267931674000067,47 (STREET_FEA 2146),STREET_FEA 2146,36,derived_0_50_ft,boston-sam,73565,47 High View Ave,High View Ave,42.26799865,-71.15255062,Starling Street & Toucan Street,294,nearest_address
11323,11DH18,Hastings St,34A Hastings St,IS,,1104740108,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=886; METERED_FL=U; PLACEMENT=MIGRATED,11DH18,,,US,USSEN,1986,,,,1,,1177632000000,blundonr,1255478400000,{AB3E3C3B-6588-5291-A329-EB4CCF43984C},-71.156583376999947,42.286120335000078,34A (STREET_FEA 2064),STREET_FEA 2064,42,derived_0_50_ft,boston-sam,71138,34A Hastings St,Hastings St,42.28606166,-71.15671662,Centre Street & Hastings Street,254,nearest_address
11324,11DH60,Maple St,20 Maple St,IS,912470400000,1104740059,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1885; METERED_FL=U; PLACEMENT=MIGRATED,11DH60,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{FCBB9C0E-C112-56FC-80E3-07EDC8C7FB3D},-71.154326697999977,42.287430519000054,20 (STREET_FEA 2688),STREET_FEA 2688,47,derived_0_50_ft,boston-sam,89319,20 Maple St,Maple St,42.28739866,-71.15449462,Graham Terrace & Maple Street,66,nearest_address
11330,11CH112,Potomac St,27 Potomac St,IS,,1103740112,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4657; METERED_FL=U; PLACEMENT=MIGRATED,11CH112,,,MU,MUCENT,1979,,,,1,,1177632000000,chalmersh,1240358400000,{AED419E8-65FB-51BC-BB4E-063699A80E3F},-71.163317768999946,42.286454428000070,27 (STREET_FEA 3367),STREET_FEA 3367,40,derived_0_50_ft,boston-sam,112381,27 Potomac St,Potomac St,42.28636866,-71.16341062,Burard Street & Lagrange Street,239,nearest_address
11331,8BH18,Spring St,320 Spring St,IS,,802740004,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4300; METERED_FL=U; PLACEMENT=MIGRATED,8BH18,,,WA,WAWB67P,1987,,,,1,,1177632000000,connorsm,1240963200000,{94E3DEA3-8209-57BE-AD77-ABDF1ACF9F60},-71.172330148999947,42.271912094000072,320 OPP (STREET_FEA 3967),STREET_FEA 3967,92,derived_50_100_ft,boston-sam,129583,320 Spring St,Spring St,42.27171865,-71.17211062,Spring Street & Veterans of Foreign Wars Parkway,144,nearest_address
11339,6DH90,Fensmere Rd,3 Fensmere Rd,IS,,604740032,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4530; METERED_FL=U; PLACEMENT=MIGRATED,6DH90,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{A7F480DF-3E65-5E9F-90AA-F28E737F0A3C},-71.150725868999984,42.260744618000047,3 (STREET_FEA 1638),STREET_FEA 1638,48,derived_0_50_ft,boston-sam,57373,3 Fensmere Rd,Fensmere Rd,42.26064865,-71.15085062,Westmoor Road & Woodley Avenue,332,nearest_address
11342,12DH172,Peak Hill Rd,33 Peak Hill Rd,IS,1245715200000,1204740089,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=746; METERED_FL=U; PLACEMENT=MIGRATED,12DH172,,,KE,MUCENT,2003,,,,1,,1177632000000,chalmersh,1292457600000,{D1C8329A-3233-58AF-8A1C-5EA9A4F2BA51},-71.145848346999969,42.292119773000024,33 (STREET_FEA 3264),STREET_FEA 3264,59,derived_50_100_ft,boston-sam,108778,33 Peak Hill Rd,Peak Hill Rd,42.29209866,-71.14563061,Park Front Road & Peak Hill Road,118,nearest_address
11345,12DH90,Russett Rd,83 Russett Rd,IS,754704000000,1204740140,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3305; METERED_FL=U; PLACEMENT=MIGRATED,12DH90,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{49B5C1E7-8F12-513D-AF54-14AB0ADA1B3D},-71.150376167999980,42.290631330000053,87 (STREET_FEA 3721),STREET_FEA 3721,64,derived_50_100_ft,boston-sam,119861,83 Russett Rd,Russett Rd,42.29065866,-71.15014062,Pierpont Road & Russett Road,71,nearest_address
11373,6DH52,Crown Point Dr,62-76 Crown Point Dr,IS,,604740081,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2698; METERED_FL=U; PLACEMENT=MIGRATED,6DH52,,,KE,KEK81-A,2010,,,,1,,1177632000000,pullenn,1273104000000,{808AE059-9635-5779-AF2C-7B1DECC25816},-71.147858885999938,42.258088625000028,93 OPP (STREET_FEA 1203),STREET_FEA 1203,109,derived_100_150_ft,boston-sam,344136,62-76 Crown Point Dr,Crown Point Dr,42.25793004,-71.14751666,Crown Point Drive & Margaretta Drive,475,nearest_address
11390,6CH40,Washington St,5274 Washington St,IS,,603740041,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=539; METERED_FL=U; PLACEMENT=MIGRATED,6CH40,,,US,USSEN,1983,,,,1,,1177632000000,connorsm,1240963200000,{FCA3D27C-1881-5FA0-A29A-6A67D39CA85A},-71.159506605999979,42.259097208000071,5280 (STREET_FEA 4401),STREET_FEA 4401,56,derived_50_100_ft,boston-sam,145695,5274 Washington St,Washington St,42.25911565,-71.15930162,Birchwood Street & Washington Street,111,nearest_address
11398,9EH8,Bellevue Hill Rd,69 Bellevue Hill Rd,IS,,905740064,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3417; METERED_FL=U; PLACEMENT=MIGRATED,9EH8,,,MU,MUCENT,2003,,,,1,,1177632000000,chalmersh,1237507200000,{517433FF-F62A-52DC-B52B-7D2D92914E9F},-71.144185984999979,42.276853636000055,73 (STREET_FEA 487),STREET_FEA 487,52,derived_50_100_ft,boston-sam,13989,69 Bellevue Hill Rd,Bellevue Hill Rd,42.27697865,-71.14428061,Bellevue Hill Road & Bellevue Street,339,nearest_address
11403,9CH20,Baker St,84 Baker St,IS,,903740157,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=483; METERED_FL=U; PLACEMENT=MIGRATED,9CH20,,,DA,ADB-62-B,1985,,,,1,,1177632000000,connorsm,1240876800000,{C50C35DF-C541-511E-8146-323D816A7DED},-71.165513475999944,42.273443315000065,84 (STREET_FEA 384),STREET_FEA 384,41,derived_0_50_ft,boston-sam,7796,84 Baker St,Baker St,42.27341865,-71.16566062,Baker Street & Belle Avenue,31,nearest_address
11422,9CH2,Ledge Hill Rd,10 Ledge Hill Rd,IS,,903740148,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3967; METERED_FL=U; PLACEMENT=MIGRATED,9CH2,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{424EDE09-17AE-5D55-9D31-138EA7609773},-71.169677106999984,42.273178367000071,10 (STREET_FEA 2488),STREET_FEA 2488,44,derived_0_50_ft,boston-sam,84775,10 Ledge Hill Rd,Ledge Hill Rd,42.27325665,-71.16955162,Ledge Hill Road & Spring Street,189,nearest_address
11424,12DH182,West Roxbury Pkwy,368 West Roxbury Pkwy,IS,1037318400000,1204740039,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=97; METERED_FL=U; PLACEMENT=MIGRATED,12DH182,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{554B9AE1-702F-5436-920E-EBC7B502C16D},-71.145527158999982,42.293358327000078,250 (STREET_FEA 4430),STREET_FEA 4430,66,derived_50_100_ft,boston-sam,119201,368 West Roxbury Pkwy,West Roxbury Pkwy,42.29321866,-71.14537062,Park Front Road & Weld Street,63,nearest_address
11436,12CH118,Maple St,176 Maple St,IS,991180800000,1203740069,,,GIS,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4430; METERED_FL=U; PLACEMENT=MIGRATED,12CH118,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1255478400000,{1CB1B2DF-CB2D-5192-9408-FDB2987502E6},-71.158015353999986,42.292186290000075,176 (STREET_FEA 2688),STREET_FEA 2688,42,derived_0_50_ft,boston-sam,89308,176 Maple St,Maple St,42.29208866,-71.15810062,Ruskin Street & Weld Street,179,nearest_address
11449,12CH102,Chilton Rd,23 Chilton Rd,IS,,1203740063,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4430; METERED_FL=U; PLACEMENT=MIGRATED,12CH102,,,DA,ADB-84-B,1990,,,,1,,1177632000000,denapolipd,1250035200000,{AD2290B2-04F2-5638-BC48-6691D0A0F1CD},-71.160271374999979,42.292399172000046,23 (STREET_FEA 979),STREET_FEA 979,48,derived_0_50_ft,boston-sam,32228,23 Chilton Rd,Chilton Rd,42.29247866,-71.16013062,Corey Street & Dwinell Street,248,nearest_address
11467,13CH23,Corey Street,Near Corey Street & Furbush Road,IS,,1303740027,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3417; METERED_FL=U; PLACEMENT=MIGRATED,13CH23,,,MU,MUCENT,1993,,,,1,,1177632000000,chalmersh,1240444800000,{78590A40-AD5C-5B32-A50E-ADBA536FFC8A},-71.167573314999970,42.296427869000070,STREET_FEA 1138,STREET_FEA 1138,625,intersection_preferred_150_plus_ft,boston-sam,347704,409 Corey St,Corey St,42.29802646,-71.16842092,Corey Street & Furbush Road,802,nearest_intersection
11472,10CH30,Lagrange St,506 Lagrange St,IS,,1003740021,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4442; METERED_FL=U; PLACEMENT=MIGRATED,10CH30,,,KE,KEK81,1999,,,,1,,1177632000000,connorsm,1238976000000,{50CD2DEF-5F8D-5585-B2A0-5DED2467F999},-71.161335479999934,42.283307435000040,506 (STREET_FEA 2426),STREET_FEA 2426,47,derived_0_50_ft,boston-sam,82799,506 Lagrange St,Lagrange St,42.28326866,-71.16150062,Lagrange Street & Welton Road,32,nearest_address
11477,8BH2,VFW Pkwy,1524 VFW Pkwy,IS,,802740026,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3967; METERED_FL=U; PLACEMENT=MIGRATED,8BH2,,,WA,WAWB67P,1980,,,,1,,1177632000000,blundonr,1271808000000,{023989C1-E855-5F9E-8C6E-B7C81ADD2894},-71.170734567999943,42.268025629000078,1524-1524A (STREET_FEA 4300),STREET_FEA 4300,140,derived_100_150_ft,boston-sam,140314,1524 VFW Pkwy,VFW Pkwy,42.26830971,-71.17038300,Eastwood Place & Veterans of Foreign Wars Parkway,321,nearest_address
11489,6CH10,Schiller Rd,6 Schiller Rd,IS,,603740058,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3643; METERED_FL=U; PLACEMENT=MIGRATED,6CH10,,,DA,ADB-62-B,1985,,,,1,,1177632000000,blundonr,1255478400000,{0F6F2EEF-9B2B-5995-8F65-A96500CC1ED8},-71.159007973999962,42.257654467000066,6 (STREET_FEA 3814),STREET_FEA 3814,34,derived_0_50_ft,boston-sam,123750,6 Schiller Rd,Schiller Rd,42.25758865,-71.15892062,Rockland Street & Schiller Road,132,nearest_address
11514,8BH51,Oakmere St,30 Oakmere St,IS,893808000000,802740028,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2104; METERED_FL=U; PLACEMENT=MIGRATED,8BH51,,,KE,KEK81-A,1998,,,,1,,1177632000000,blundonr,1255478400000,{030428B6-7DD6-520A-B12F-8974F0920934},-71.171370998999976,42.271016300000042,30 (STREET_FEA 3132),STREET_FEA 3132,43,derived_0_50_ft,boston-sam,104840,30 Oakmere St,Oakmere St,42.27101865,-71.17121062,Caledonian Avenue & Veterans of Foreign Wars Parkway,247,nearest_address
11521,10CH112,Centre St,2046-2056 Centre St,IS,997056000000,1003740119,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2448; METERED_FL=U; PLACEMENT=MIGRATED,10CH112,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1244505600000,{A58A435C-1D9B-5D32-8551-80CEE8121E0B},-71.158243029999937,42.280108415000029,2048 (STREET_FEA 886),STREET_FEA 886,51,derived_50_100_ft,boston-sam,27784,2046-2056 Centre St,Centre St,42.28017865,-71.15808062,Alberta Street & Centre Street,74,nearest_address
11532,10CH38,Chesbrough Rd,55 Chesbrough Rd,IS,,1003740064,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3712; METERED_FL=U; PLACEMENT=MIGRATED,10CH38,,,MU,MUCENT,2003,,,,1,,1177632000000,connorsm,1238976000000,{258C6D90-39C5-5F42-B7BB-4A15B748F1AF},-71.167156165999984,42.281987603000061,55 (STREET_FEA 953),STREET_FEA 953,47,derived_0_50_ft,boston-sam,30771,55 Chesbrough Rd,Chesbrough Rd,42.28210865,-71.16710062,Cutter Road & Dow Road,393,nearest_address
11542,5EH38,Georgetowne Dr,690-704 Georgetowne Dr,IS,,505740009,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1806; METERED_FL=U; PLACEMENT=MIGRATED,5EH38,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{358C09E2-915B-599E-B329-007EFC42591B},-71.143748269999946,42.255887791000077,650-704 (STREET_FEA 1807),STREET_FEA 1807,54,derived_50_100_ft,boston-sam,344044,690-704 Georgetowne Dr,Georgetowne Dr,42.25595685,-71.14357129,Georgetowne Drive & Georgetowne Place,72,nearest_address
11598,12CH74,Corey St,230 Corey St,IS,,1203740117,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3717; METERED_FL=U; PLACEMENT=MIGRATED,12CH74,,,US,USSEN,1985,,,,1,,1177632000000,blundonr,1255478400000,{5FC1FFF4-FA81-5598-93F9-245B5EFCF5B3},-71.159926592999966,42.290480097000057,230 (STREET_FEA 1138),STREET_FEA 1138,43,derived_0_50_ft,boston-sam,42773,230 Corey St,Corey St,42.29042866,-71.16007062,Corey Street & Ruskin Street,70,nearest_address
11605,10DH167,Bird Pl,1 Bird Pl,IS,1003795200000,1004740170,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=886; METERED_FL=U; PLACEMENT=MIGRATED,10DH167,,,MU,MUCENT,2001,,,,1,,1177632000000,palaciolv,1236124800000,{9419BB9A-2DB2-5168-B6D1-CD3106A3DCC7},-71.157563430999971,42.283748467000066,1 (STREET_FEA 5271),STREET_FEA 5271,56,derived_50_100_ft,boston-sam,15755,1 Bird Pl,Bird Pl,42.28366866,-71.15774062,Bellevue Street & Bird Place,158,nearest_address
11606,6DH24,Washington St,5215 Washington St,IS,,604740034,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4009; METERED_FL=U; PLACEMENT=MIGRATED,6DH24,,,KE,KEK81,2011,,,,1,,1177632000000,connorsm,1240790400000,{92296A18-17A0-5C4D-B2ED-DB9B1C1072E1},-71.157783529999961,42.260784716000046,5215 (STREET_FEA 4401),STREET_FEA 4401,71,derived_50_100_ft,boston-sam,145664,5215 Washington St,Washington St,42.26096865,-71.15787062,Bungalow Road & Overlook Road,117,nearest_address
11608,11CH130,Mount Vernon St,134 Mount Vernon St,IS,,1103740117,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2908; METERED_FL=U; PLACEMENT=MIGRATED,11CH130,,,US,USMET250,1986,,,,1,,1177632000000,chalmersh,1240358400000,{EFD42C59-7787-5B50-B8E2-EEB6527C950E},-71.161673903999940,42.286187451000046,134 (STREET_FEA 2962),STREET_FEA 2962,43,derived_0_50_ft,boston-sam,99019,134 Mount Vernon St,Mount Vernon St,42.28608866,-71.16176062,Montview Street & Mount Vernon Street,72,nearest_address
11611,8CH6,Laurie Ave,20 Laurie Ave,IS,,803740085,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1438; METERED_FL=U; PLACEMENT=MIGRATED,8CH6,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{A9E4DB90-736D-509B-9090-47C25DD4F16C},-71.170608419999951,42.269727730000056,20 (STREET_FEA 2468),STREET_FEA 2468,46,derived_0_50_ft,boston-sam,84308,20 Laurie Ave,Laurie Ave,42.26976865,-71.17077062,Eastwood Circuit & Laurie Avenue,84,nearest_address
11613,11CH132,Mount Vernon St,166 Mount Vernon St,IS,,1103740092,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1903; METERED_FL=U; PLACEMENT=MIGRATED,11CH132,,,US,USMET250,1986,,,,1,,1177632000000,chalmersh,1240272000000,{1A3210DB-DF1C-5F82-B655-A98BF8AE9B05},-71.162517333999972,42.286936712000056,166 (STREET_FEA 2962),STREET_FEA 2962,58,derived_50_100_ft,boston-sam,99028,166 Mount Vernon St,Mount Vernon St,42.28690866,-71.16273062,Grayfield Avenue & Mount Vernon Street,283,nearest_address
11620,12DH136,Church St,92 Church St,IS,,1204740131,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1976; METERED_FL=U; PLACEMENT=MIGRATED,12DH136,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{14EFB78C-C271-57DD-9981-05F9DC8BCE7F},-71.148025645999951,42.290852477000044,92 (STREET_FEA 992),STREET_FEA 992,50,derived_0_50_ft,boston-sam,32787,92 Church St,Church St,42.29076866,-71.14817062,Church Street & Halford Road,73,nearest_address
11625,6CH67,Crosstown Ave,59 Crosstown Ave,IS,,603740072,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3779; METERED_FL=U; PLACEMENT=MIGRATED,6CH67,,,KE,KEK81-A,1997,,,,1,,1177632000000,connorsm,1240790400000,{CA1657B6-A7AD-5685-B3C6-43E82588241E},-71.166490275999934,42.261503194000056,59 (STREET_FEA 1200),STREET_FEA 1200,67,derived_50_100_ft,boston-sam,44583,59 Crosstown Ave,Crosstown Ave,42.26166865,-71.16638062,Crosstown Avenue & Salman Street,254,nearest_address
11637,11BH8,VFW Pkwy,940 VFW Pkwy,IS,,1102740009,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=384; METERED_FL=U; PLACEMENT=MIGRATED,11BH8,,,WA,WAWB67P,1987,,,,1,,1177632000000,chalmersh,1240272000000,{A3A652FA-9966-5C79-A55D-6C1583EC47B0},-71.171783795999943,42.286860365000052,940 (STREET_FEA 4300),STREET_FEA 4300,36,derived_0_50_ft,boston-sam,140424,940 VFW Pkwy,VFW Pkwy,42.28687866,-71.17165062,Baker Street & Temple Street,180,nearest_address
