objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
435,11DH64,Centre St,1826 Centre St,IS,997056000000,1104740083,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2688; METERED_FL=U; PLACEMENT=MIGRATED,11DH64,,,MU,MUCENT,1976,,,,1,,1177632000000,blundonr,1271808000000,{7C1B8698-D418-5249-8C5B-29BD00AE53F4},-71.153599743999962,42.286786287000041,1832 (STREET_FEA 886),STREET_FEA 886,54,derived_50_100_ft,boston-sam,27730,1826 Centre St,Centre St,42.28679866,-71.15340062,Centre Street & Maple Street,45,nearest_address
453,9DH6,Saint Theresa Ave,102 Saint Theresa Ave,IS,725846400000,904740050,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2464; METERED_FL=U; PLACEMENT=MIGRATED,9DH6,,,MU,MUCENT,1993,,,,1,,1177632000000,chalmersh,1237420800000,{F186FFBA-1BDA-552A-AC00-8D54454C09D9},-71.155757571999970,42.276777373000073,102 (STREET_FEA 3769),STREET_FEA 3769,62,derived_50_100_ft,boston-sam,154765,102 Saint Theresa Ave,Saint Theresa Ave,42.27694865,-71.15577062,Latin Road & Saint Theresa Avenue,59,nearest_address
477,11CH190,Corey Ter,18 Corey Ter,IS,,1103740060,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1138; METERED_FL=U; PLACEMENT=MIGRATED,11CH190,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{F5A5D248-3707-5709-994E-2F178297E1A6},-71.157911074999959,42.287799355000061,18 (STREET_FEA 1139),STREET_FEA 1139,36,derived_0_50_ft,boston-sam,42843,18 Corey Ter,Corey Ter,42.28770866,-71.15786062,Kirk Street & Montview Street,255,nearest_address
503,10DH38,Maxfield St,28 Maxfield St,IS,,1004740102,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=486; METERED_FL=U; PLACEMENT=MIGRATED,10DH38,,,MU,MUCENT,1993,,,,1,,1177632000000,palaciolv,1236038400000,{1CFB6B73-4696-5070-B3F4-2D1D28A6BE6A},-71.154642694999950,42.280261843000062,23 OPP (STREET_FEA 2764),STREET_FEA 2764,53,derived_50_100_ft,boston-sam,93102,28 Maxfield St,Maxfield St,42.28011865,-71.15461062,Fernwood Road & Landseer Street,251,nearest_address
508,7CH58,Centre St,2570 Centre St,IS,,703740109,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=886; METERED_FL=U; PLACEMENT=MIGRATED,7CH58,,,MU,MUCENT,1978,,,,1,,1177632000000,connorsm,1240790400000,{9E1BE63C-0B4A-5CD7-8E25-24649EB2A29F},-71.163190401999941,42.262765048000063,157 OPP (STREET_FEA 4009),STREET_FEA 4009,50,derived_0_50_ft,boston-sam,27925,2570 Centre St,Centre St,42.26262865,-71.16321062,Centre Street & Stimson Street,78,nearest_address
512,10DH154,West Roxbury Pkwy,707 West Roxbury Pkwy,IS,1069027200000,1004740077,,,GIS,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=487; METERED_FL=U; PLACEMENT=MIGRATED,10DH154,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{39B2F698-1DB5-5B31-B22A-792952A64691},-71.145442958999979,42.281155329000057,705 (STREET_FEA 96),STREET_FEA 96,58,derived_50_100_ft,boston-sam,119252,707 West Roxbury Pkwy,West Roxbury Pkwy,42.28099866,-71.14547061,Saville Street & Stratford Street,371,nearest_address
514,11EH184,Sunset Hill Path,12 Sunset Hill Path,IS,,1105740186,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4076; METERED_FL=U; PLACEMENT=MIGRATED,11EH184,,,MU,MUCENT,2004,,,,1,,1177632000000,blundonr,1255478400000,{35B96229-8B74-564F-9795-95DD4AD2AC95},-71.143308715999979,42.289123703000030,12 (STREET_FEA 4077),STREET_FEA 4077,45,derived_0_50_ft,boston-sam,132770,12 Sunset Hill Path,Sunset Hill Path,42.28905866,-71.14345061,Sunset Hill Path & Sunset Hill Road,114,nearest_address
524,10DH134,Stratford St,177 Stratford St,IS,,1004740082,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3271; METERED_FL=U; PLACEMENT=MIGRATED,10DH134,,,MU,MUCENT,1992,,,,1,,1177632000000,palaciolv,1236038400000,{7BA3E17D-9168-50DB-876C-FAB75E7E284C},-71.147012742999948,42.280935597000052,174 OPP (STREET_FEA 4027),STREET_FEA 4027,50,derived_0_50_ft,boston-sam,131183,177 Stratford St,Stratford St,42.28079866,-71.14702062,Gertrude Road & Park Street,420,nearest_address
526,6DH48,Crown Point Dr,225-259 Crown Point Dr,IS,,604740101,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2698; METERED_FL=U; PLACEMENT=MIGRATED,6DH48,,,MU,MUCENT,1969,,,,1,,1177632000000,digiornom,1441324800000,{CD9E4779-6ECA-57BA-9716-D390A8E566D6},-71.147205212999950,42.256842902000074,247 OPP (STREET_FEA 1203),STREET_FEA 1203,88,derived_50_100_ft,boston-sam,344132,225-259 Crown Point Dr,Crown Point Dr,42.25666404,-71.14742493,Crown Point Drive & Margaretta Drive,184,nearest_address
547,7CH88,Walnut Rd,71 Walnut Rd,IS,,703740084,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4359; METERED_FL=U; PLACEMENT=MIGRATED,7CH88,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1255478400000,{12C063D7-C0D3-5A99-8D32-6CD7F7911E53},-71.161609435999935,42.263725872000066,STREET_FEA 2557,STREET_FEA 2557,90,derived_50_100_ft,boston-sam,142037,71 Walnut Rd,Walnut Rd,42.26392865,-71.16142062,Dana Road & Linden Road,70,nearest_address
552,11CH172,Park St,15 Park St,IS,,1103740090,,,GIS,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2908; METERED_FL=U; PLACEMENT=MIGRATED,11CH172,,,US,USSEN,1986,,,,1,,1177632000000,blundonr,1255478400000,{4AF95226-4FAD-5048-9F5D-8BA95623D669},-71.159185881999974,42.287001771000064,15 (STREET_FEA 3215),STREET_FEA 3215,50,derived_0_50_ft,boston-sam,107448,15 Park St,Park St,42.28693866,-71.15935062,Montview Street & Park Street,186,nearest_address
556,11DH54,Meredith St,1 Meredith St,IS,725846400000,1104740161,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2823; METERED_FL=U; PLACEMENT=MIGRATED,11DH54,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{205E2EFD-8A37-50B8-9587-6CA13C3BB3AA},-71.150118531999965,42.284230834000027,48 OPP (STREET_FEA 2377),STREET_FEA 2377,65,derived_50_100_ft,boston-sam,94356,1 Meredith St,Meredith St,42.28440866,-71.15015062,Kenneth Street & Meredith Street,28,nearest_address
564,11CH156,Richwood St,22 Richwood St,IS,,1103740148,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=344; METERED_FL=U; PLACEMENT=MIGRATED,11CH156,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{E0B17EEC-E730-557A-8730-B578C79546C8},-71.158144602999982,42.285336098000073,22 (STREET_FEA 3580),STREET_FEA 3580,49,derived_0_50_ft,boston-sam,115860,22 Richwood St,Richwood St,42.28523866,-71.15827062,Atwill Road & Richwood Street,176,nearest_address
608,8CH126,Centre St,2403 Centre St,IS,1115942400000,803740127,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1948; METERED_FL=U; PLACEMENT=denapolipd,8CH126,,,MU,MUCENT,2000,,,,1,,1192752000000,blundonr,1238371200000,{F2815C79-374C-58CE-A52B-2038D030F7C7},-71.162099586999943,42.268500887000073,2395 (STREET_FEA 886),STREET_FEA 886,106,derived_100_150_ft,boston-sam,27875,2403 Centre St,Centre St,42.26847865,-71.16249062,Centre Street & Grove Street,125,nearest_address
610,11DH3,Centre St,1940 Centre St,IS,997056000000,1104740168,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=486; METERED_FL=U; PLACEMENT=MIGRATED,11DH3,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{078E8609-3ACB-53CD-AF97-A00C91F3F51B},-71.156729591999976,42.284162781000077,1940 (STREET_FEA 886),STREET_FEA 886,75,derived_50_100_ft,boston-sam,27762,1940 Centre St,Centre St,42.28402866,-71.15651962,Centre Street & McKenna Terrace,41,nearest_address
616,7DH98,Westmoor Rd,19 Westmoor Rd,IS,,704740042,,,GIS,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3714; METERED_FL=U; PLACEMENT=MIGRATED,7DH98,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{86698636-250E-51A6-8023-706ED4154937},-71.151707220999981,42.263906454000050,19 (STREET_FEA 4478),STREET_FEA 4478,68,derived_50_100_ft,boston-sam,148650,19 Westmoor Rd,Westmoor Rd,42.26372865,-71.15163062,Mann Street & Running Brook Road,132,nearest_address
623,11DH56,Maple St,62 Maple St,IS,786240000000,1104740022,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=956; METERED_FL=U; PLACEMENT=MIGRATED,11DH56,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{48A560F4-0635-596E-875D-0C6A305D3BF2},-71.155353143999946,42.288735259000077,62 (STREET_FEA 2688),STREET_FEA 2688,62,derived_50_100_ft,boston-sam,89363,62 Maple St,Maple St,42.28862666,-71.15553062,Chester Place & Maple Street,86,nearest_address
633,11CH178,Grayfield Ave,69 Grayfield Ave,IS,801964800000,1103740029,,,GIS,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2210; METERED_FL=U; PLACEMENT=MIGRATED,11CH178,,,KE,KEK81-A,1900,,,,1,,1177632000000,blundonr,1255478400000,{E40DD436-F0EC-5B3B-ACAB-80F5C9B01D58},-71.161585823999985,42.288756902000046,65 (STREET_FEA 1903),STREET_FEA 1903,77,derived_50_100_ft,boston-sam,66117,69 Grayfield Ave,Grayfield Ave,42.28877866,-71.16187062,Grayfield Avenue & Houston Street,32,nearest_address
635,12DH78,Greaton Rd,45 Greaton Rd,IS,993600000000,1204740176,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1556; METERED_FL=U; PLACEMENT=MIGRATED,12DH78,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1255478400000,{0AF492F2-C6B1-596E-A9D8-23AB9404658B},-71.150427866999962,42.289537666000058,45 (STREET_FEA 1905),STREET_FEA 1905,59,derived_50_100_ft,boston-sam,66195,45 Greaton Rd,Greaton Rd,42.28966866,-71.15030062,Greaton Road & Pierpont Road,266,nearest_address
655,10BH36,Durant St,17 Durant St,IS,,1002740001,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=384; METERED_FL=U; PLACEMENT=MIGRATED,10BH36,,,KE,KEK81-A,1995,,,,1,,1177632000000,connorsm,1238976000000,{1313E7C6-40D1-5ED8-A990-3AA2FDDCA2ED},-71.170622120999951,42.283823056000074,17 (STREET_FEA 1411),STREET_FEA 1411,39,derived_0_50_ft,boston-sam,50126,17 Durant St,Durant St,42.28392866,-71.17063062,Baker Street & Chesbrough Road,281,nearest_address
656,13EH26,Hackensack Ct,1 Hackensack Ct,IS,,1305740002,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1963; METERED_FL=U; PLACEMENT=MIGRATED,13EH26,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{820BED04-C2E3-5FE2-884C-1CEA8280558E},-71.141836912999963,42.299644978000060,65 OPP (STREET_FEA 1965),STREET_FEA 1965,74,derived_50_100_ft,boston-sam,67935,1 Hackensack Ct,Hackensack Ct,42.29964866,-71.14156061,Hackensack Court & Hackensack Road,104,nearest_address
676,6DH40,Edgemere Rd,52 Edgemere Rd,IS,,604740029,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4222; METERED_FL=U; PLACEMENT=MIGRATED,6DH40,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{CDF4317C-5106-5CD1-AFF1-E5A572E46859},-71.153770240999961,42.260815721000029,52 (STREET_FEA 1444),STREET_FEA 1444,51,derived_50_100_ft,boston-sam,51131,52 Edgemere Rd,Edgemere Rd,42.26088865,-71.15361062,Edgemere Road & Trevore Street,317,nearest_address
700,11CH204,Pender St,25 Pender St,IS,801964800000,1103740197,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3274; METERED_FL=U; PLACEMENT=MIGRATED,11CH204,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1240358400000,{0D5DCFC4-D5ED-57B9-BBDD-6C3AA6C751A6},-71.163996748999978,42.283962346000067,114 OPP (STREET_FEA 1317),STREET_FEA 1317,48,derived_0_50_ft,boston-sam,109119,25 Pender St,Pender St,42.28407866,-71.16391062,Dent Street & Pender Street,37,nearest_address
703,11DH26,Corey St,100 Corey St,IS,,1104740067,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2113; METERED_FL=U; PLACEMENT=MIGRATED,11DH26,,,US,USSEN,1983,,,,1,,1177632000000,blundonr,1255478400000,{832DB94C-EC45-55AC-BB89-DC378619E879},-71.156208177999986,42.287419882000052,108 (STREET_FEA 1138),STREET_FEA 1138,66,derived_50_100_ft,boston-sam,42732,100 Corey St,Corey St,42.28723866,-71.15622062,Corey Street & Henshaw Terrace,269,nearest_address
777,6CH34,Centre St,2622 Centre St,IS,,603740024,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3334; METERED_FL=U; PLACEMENT=MIGRATED,6CH34,,,KE,KEK81-A,1995,,,,1,,1177632000000,connorsm,1240790400000,{68BBA7F1-722A-57F8-984C-DFC623B6909B},-71.163175749999937,42.260824799000034,2622 (STREET_FEA 886),STREET_FEA 886,39,derived_0_50_ft,boston-sam,27937,2622 Centre St,Centre St,42.26085077,-71.16303619,Pleasantdale Road & Tobin Road,341,nearest_address
778,7DH20,Ridgecrest Drive,Near Ridgecrest Drive & Washington Street,IS,,704740060,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3638; METERED_FL=U; PLACEMENT=MIGRATED,7DH20,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1255478400000,{E25ECE3A-4071-5915-A5AC-527BCBA5ED79},-71.154922751999948,42.263484811000069,5125 (STREET_FEA 4401),STREET_FEA 4401,171,intersection_preferred_150_plus_ft,boston-sam,145593,5114 Washington St,Washington St,42.26335865,-71.15431062,Ridgecrest Drive & Washington Street,55,nearest_intersection
801,11DH44,Graham Ter,9 Graham Ter,IS,,1104740064,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2688; METERED_FL=U; PLACEMENT=MIGRATED,11DH44,,,MU,MUCENT,1987,,,,1,,1177632000000,blundonr,1255478400000,{3CEC6648-F766-5F60-8333-28E040C4CBA6},-71.155034178999983,42.287380235000057,9 (STREET_FEA 1885),STREET_FEA 1885,52,derived_50_100_ft,boston-sam,65646,9 Graham Ter,Graham Ter,42.28750866,-71.15512062,Graham Terrace & Maple Street,193,nearest_address
828,10DH28,Howitt Rd,19 Howitt Rd,IS,,1004740161,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1529; METERED_FL=U; PLACEMENT=MIGRATED,10DH28,,,KE,KEK81-A,1994,,,,1,,1177632000000,palaciolv,1236124800000,{402F1AB4-0943-5064-A4C0-D9D3F908244C},-71.151304751999987,42.278467674000069,19 (STREET_FEA 2219),STREET_FEA 2219,42,derived_0_50_ft,boston-sam,75705,19 Howitt Rd,Howitt Rd,42.27850866,-71.15145062,Emmonsdale Road & Howitt Road,201,nearest_address
890,9DH132,Bellevue St,295 Bellevue St,IS,,904740049,,,GIS,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2460; METERED_FL=U; PLACEMENT=MIGRATED,9DH132,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{9DE22C5F-15F2-5DD5-A595-B772726F68A2},-71.146959994999975,42.276910765000025,295 (STREET_FEA 486),STREET_FEA 486,37,derived_0_50_ft,boston-sam,13954,295 Bellevue St,Bellevue St,42.27680865,-71.14696061,Bellevue Street & Larkhill Road,33,nearest_address
899,9DH58,Spinney St,15 Spinney St,IS,,904740129,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1168; METERED_FL=U; PLACEMENT=MIGRATED,9DH58,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1237507200000,{DC33A442-A3D3-556F-BA81-475DFFD8DBCB},-71.149277131999952,42.274035729000047,15 (STREET_FEA 3962),STREET_FEA 3962,53,derived_50_100_ft,boston-sam,129396,15 Spinney St,Spinney St,42.27408865,-71.14946062,Cowing Street & Franclaire Drive,146,nearest_address
906,9EH20,Stratford St,287 Stratford St,IS,1210118400000,905740014,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=487; METERED_FL=U; PLACEMENT=MIGRATED,9EH20,,,KE,KEK81-A,2008,,,,1,,1177632000000,chalmersh,1281571200000,{6F401EB3-1CAB-59C1-A769-5F635DB038FF},-71.143358323999962,42.277919632000078,287 (STREET_FEA 4027),STREET_FEA 4027,45,derived_0_50_ft,boston-sam,131223,287 Stratford St,Stratford St,42.27780865,-71.14343061,Bellevue Hill Road & Stratford Street,290,nearest_address
909,12DH176,Parklawn Rd,66 Parklawn Rd,IS,1310428800000,1204740002,,,GIS,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4430; METERED_FL=U; PLACEMENT=MIGRATED,12DH176,,,KE,KEK81-A,2011,,,,1,,1177632000000,chalmersh,1418083200000,{FC64E3F8-4F41-5BB4-A1F7-C38B4A45E872},-71.146350972999983,42.294647530000077,70 (STREET_FEA 3228),STREET_FEA 3228,47,derived_0_50_ft,boston-sam,108029,66 Parklawn Rd,Parklawn Rd,42.29459866,-71.14651062,Courtney Road & Parklawn Road,286,nearest_address
925,10CH140,Chapin Ave,32 Chapin Ave,IS,,1003740044,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3387; METERED_FL=U; PLACEMENT=MIGRATED,10CH140,,,MU,MUCENT,1993,,,,1,,1177632000000,connorsm,1238976000000,{B548FEF0-5851-59F1-BAF1-C759FAE1145C},-71.158464361999961,42.282570805000034,32 (STREET_FEA 902),STREET_FEA 902,122,derived_100_150_ft,boston-sam,28992,32 Chapin Ave,Chapin Ave,42.28245866,-71.15889062,Chapin Avenue & Preston Road,222,nearest_address
931,7DH56,Running Brook Rd,55 Running Brook Rd,IS,,704740025,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4478; METERED_FL=U; PLACEMENT=MIGRATED,7DH56,,,KE,KEK81-A,1994,,,,1,,1177632000000,connorsm,1237852800000,{870FFF01-B261-50B6-8F64-049B0E02DC41},-71.151889373999950,42.264716972000031,51 (STREET_FEA 3714),STREET_FEA 3714,49,derived_0_50_ft,boston-sam,119499,55 Running Brook Rd,Running Brook Rd,42.26473865,-71.15207062,Running Brook Road & Westmoor Road,204,nearest_address
932,8CH128,Johnson St,19 Johnson St,IS,,803740129,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=384; METERED_FL=U; PLACEMENT=MIGRATED,8CH128,,,MU,MUCENT,1989,,,,1,,1177632000000,blundonr,1255478400000,{E2910EBE-1560-5D75-9C22-D6C2FBA48E41},-71.163565618999939,42.272940478000066,19 (STREET_FEA 2333),STREET_FEA 2333,43,derived_0_50_ft,boston-sam,79900,19 Johnson St,Johnson St,42.27285865,-71.16345062,Birchland Avenue & Johnson Street,231,nearest_address
966,10EH2,Stratford St,247 Stratford St,IS,1210118400000,1005740199,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4603; METERED_FL=U; PLACEMENT=MIGRATED,10EH2,,,KE,KEK81-A,2007,,,,1,,1177632000000,chalmersh,1281571200000,{F48EDBAE-2923-5BA7-B5A9-188D0A65A074},-71.144008342999939,42.278631457000074,249 (STREET_FEA 4027),STREET_FEA 4027,56,derived_50_100_ft,boston-sam,131208,247 Stratford St,Stratford St,42.27859866,-71.14421061,Park Street & Robin Street,290,nearest_address
1002,12CH100,Weld St,640 Weld St,IS,725846400000,1203740081,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=979; METERED_FL=U; PLACEMENT=MIGRATED,12CH100,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1271808000000,{F8C8E8A0-78BB-5717-8BBD-CE0C4F1D79C3},-71.159872943999972,42.291674411000031,640 (STREET_FEA 4430),STREET_FEA 4430,35,derived_0_50_ft,boston-sam,147215,640 Weld St,Weld St,42.29157866,-71.15989062,Chilton Road & Weld Street,71,nearest_address
1040,11CH36,Perham St,215 Perham St,IS,879120000000,1103740105,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2362; METERED_FL=U; PLACEMENT=MIGRATED,11CH36,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{08EB21B2-7088-59C2-89E9-186854E1CBE6},-71.168435962999979,42.286531948000061,215 (STREET_FEA 3280),STREET_FEA 3280,39,derived_0_50_ft,boston-sam,109280,215 Perham St,Perham St,42.28656866,-71.16830062,Keith Street & Perham Street,74,nearest_address
1049,10DH80,Wren St,66 Wren St,IS,1086048000000,1004740089,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3168; METERED_FL=U; PLACEMENT=MIGRATED,10DH80,,,MU,MUCENT,2004,,,,1,,1177632000000,palaciolv,1236038400000,{86A99980-7BD8-5E7D-BFE4-CFD0F74F7A1D},-71.150808529999949,42.280712236000056,66 (STREET_FEA 4643),STREET_FEA 4643,54,derived_50_100_ft,boston-sam,152928,66 Wren St,Wren St,42.28077666,-71.15062762,Danville Street & Wren Street,204,nearest_address
1051,9CH58,Spring St,145-151 Spring St,IS,,903740050,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1110; METERED_FL=U; PLACEMENT=MIGRATED,9CH58,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{1D2A7A9C-C866-5FE9-A697-6DA8AABD0DD6},-71.166128043999947,42.276552083000070,145-151 (STREET_FEA 3967),STREET_FEA 3967,88,derived_50_100_ft,boston-sam,129541,145-151 Spring St,Spring St,42.27679198,-71.16608724,Constance Road & Spring Street,89,nearest_address
1053,11CH162,Montview St,72 Montview St,IS,,1103740094,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4510; METERED_FL=U; PLACEMENT=MIGRATED,11CH162,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{8762C521-2FD7-5AB4-AFC6-414262EC3E5E},-71.160362233999933,42.286740446000067,72 (STREET_FEA 2908),STREET_FEA 2908,42,derived_0_50_ft,boston-sam,96842,72 Montview St,Montview St,42.28670866,-71.16021062,Montview Street & Whittemore Street,33,nearest_address
1055,6CH66,Sunapee Ln,7 Sunapee Ln,IS,,603740071,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,6CH66,,,AM,U,,,,,1,,1177632000000,blundonr,1247961600000,{5284D7A2-6D1F-50F1-849D-240EA3DB57A3},-71.162578089999954,42.259495950000030,STREET_FEA 4067,STREET_FEA 4067,32,derived_0_50_ft,boston-sam,132591,7 Sunapee Ln,Sunapee Ln,42.25943965,-71.16267062,Pleasantdale Road & Sunapee Lane,151,nearest_address
1063,11DH10,Park St,115-111 Park St,IS,,1104740152,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1138; METERED_FL=U; PLACEMENT=MIGRATED,11DH10,,,US,USMET250,1990,,,,1,,1177632000000,blundonr,1255478400000,{872429C2-295A-5239-92D5-3EA61DE2BAEA},-71.155675625999947,42.284638633000043,111-115R (STREET_FEA 3215),STREET_FEA 3215,25,derived_0_50_ft,boston-sam,107444,115-111 Park St,Park St,42.28460866,-71.15576062,Corey Street & Park Street,116,nearest_address
1071,11DH126,Centre St,1741-1747 Centre St,IS,,1104740052,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=886; METERED_FL=U; PLACEMENT=MIGRATED,11DH126,,,KE,KEK81,2011,,,,1,,1177632000000,blundonr,1255478400000,{2B53F1A0-5F3E-5C12-B1C9-A543CF67D902},-71.150096070999950,42.287576080000065,8 (STREET_FEA 2678),STREET_FEA 2678,43,derived_0_50_ft,boston-sam,27711,1741-1747 Centre St,Centre St,42.28746866,-71.15016062,Belgrade Avenue & Centre Street,110,nearest_address
1084,10CH138,Westmount Ave,36 Westmount Ave,IS,,1003740039,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2426; METERED_FL=U; PLACEMENT=MIGRATED,10CH138,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{3036F93F-053C-55C8-BAEA-6FA6F6730B78},-71.160332437999955,42.282879118000039,36 (STREET_FEA 4482),STREET_FEA 4482,41,derived_0_50_ft,boston-sam,148793,36 Westmount Ave,Westmount Ave,42.28278866,-71.16024062,Preston Road & Westmount Avenue,95,nearest_address
1107,8DH38,Cowing St,29 Cowing St,IS,,804740003,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4297; METERED_FL=U; PLACEMENT=MIGRATED,8DH38,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1236902400000,{86D5D01D-3F13-550C-992F-1D4DA79FAC57},-71.146303461999935,42.272700891000056,29 (STREET_FEA 1168),STREET_FEA 1168,35,derived_0_50_ft,boston-sam,43892,29 Cowing St,Cowing St,42.27274865,-71.14619061,Cowing Street & Vershire Street,158,nearest_address
1115,13EH53,Shrewsbury Rd,6 Shrewsbury Rd,IS,1055980800000,1305740056,,,GIS,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=883; METERED_FL=U; PLACEMENT=MIGRATED,13EH53,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1255478400000,{164A8483-0EAF-56A5-B5AC-B1C893845896},-71.134521699999937,42.296840965000058,6 OPP (STREET_FEA 3900),STREET_FEA 3900,99,derived_50_100_ft,boston-sam,127249,6 Shrewsbury Rd,Shrewsbury Rd,42.29656866,-71.13449061,Buchanan Road & Centre Street,355,nearest_address
1121,7CH72,Cottage Rd,15 Cottage Rd,IS,,703740010,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=886; METERED_FL=U; PLACEMENT=MIGRATED,7CH72,,,MU,MUCENT,1992,,,,1,,1177632000000,connorsm,1240790400000,{8E031718-917B-59F0-B649-8ED51E44BA46},-71.162001854999971,42.266784993000044,19 OPP (STREET_FEA 1153),STREET_FEA 1153,71,derived_50_100_ft,boston-sam,43297,15 Cottage Rd,Cottage Rd,42.26668865,-71.16223062,Centre Street & Cottage Road,248,nearest_address
