objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
9111,23JH136,Arlington St,6-7 Arlington St,IS,1059091200000,2310740405,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2715; METERED_FL=U; PLACEMENT=MIGRATED,23JH136,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{BFADA025-0C6D-530E-91F4-0E939B287C68},-71.072250985999972,42.354662720000078,8 (STREET_FEA 300),STREET_FEA 300,65,derived_50_100_ft,boston-sam,4862,6-7 Arlington St,Arlington St,42.35479167,-71.07241960,Arlington Street & Beacon Street,292,nearest_address
9127,23JH14,Dartmouth Street,Near Dartmouth Street & Huntington Avenue,IS,,2310330001,,,U,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=618; METERED_FL=U; PLACEMENT=MIGRATED,23JH14,,,LO,U,,,,,1,,1177632000000,mulline,1396656000000,{984A8439-E962-513E-A378-A749D1AF909C},-71.077168554999957,42.349610865000045,230 (STREET_FEA 1265),STREET_FEA 1265,295,intersection_preferred_150_plus_ft,boston-sam,162447,601-607 Boylston St,Boylston St,42.35042079,-71.07719913,Dartmouth Street & Huntington Avenue,142,nearest_intersection
9144,22IH157,Huntington Ave,116 Huntington Ave,IS,,2209740303,,,U,,,,,BWSC,SERVICE_AR=U; CROSS_STRE=2011; METERED_FL=U; PLACEMENT=mulline,22IH157,,,WA,WAWB67P,,,,,1,,1428019200000,mulline,1428278400000,{09C49558-EA19-557F-ABDB-3F25F77F5A33},-71.080021111999940,42.346704374000069,116 (STREET_FEA 2238),STREET_FEA 2238,97,derived_50_100_ft,boston-sam,76240,116 Huntington Ave,Huntington Ave,42.34651867,-71.07976060,Garrison Street & Huntington Avenue,137,nearest_address
9167,22IH144,Saint Botolph St,81 Saint Botolph St,IS,1038182400000,2209740215,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1682; METERED_FL=U; PLACEMENT=MIGRATED,22IH144,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1271808000000,{D5FD64AC-A095-5C47-BA90-A7A8FF07F38A},-71.080125365999947,42.345369371000061,81 OPP (STREET_FEA 3743),STREET_FEA 3743,75,derived_50_100_ft,boston-sam,120912,81 Saint Botolph St,Saint Botolph St,42.34548867,-71.08035060,Follen Street & Saint Botolph Street,35,nearest_address
9308,22IH156,Garrison Street,Near Garrison Street & Huntington Avenue,IS,,2209740302,,,U,,,,,BWSC,SERVICE_AR=U; CROSS_STRE=1786; METERED_FL=U; PLACEMENT=mulline,22IH156,,,MU,U,,,,,1,,1428019200000,mulline,1428278400000,{D9865B3D-124E-55EE-AD81-FE066126501F},-71.080772979999949,42.346393662000025,118 (STREET_FEA 2238),STREET_FEA 2238,158,intersection_preferred_150_plus_ft,boston-sam,76241,118 Huntington Ave,Huntington Ave,42.34610867,-71.08033060,Garrison Street & Huntington Avenue,124,nearest_intersection
9437,22IH159,Massachusetts Ave,168-174 Massachusetts Ave,IS,1385942400000,2209740305,,,U,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3753; METERED_FL=U; PLACEMENT=digiornom,22IH159,,,KE,U,,,,,1,,1437696000000,digiornom,1437696000000,{3E43BE43-B503-52A7-84BB-7FCD95296FE9},-71.086835890999964,42.345950950000031,160 (STREET_FEA 2743),STREET_FEA 2743,77,derived_50_100_ft,boston-sam,91977,168-174 Massachusetts Ave,Massachusetts Ave,42.34615867,-71.08689060,Massachusetts Avenue & Saint Germain Street,63,nearest_address
9448,23JH58,Commonwealth Ave,90 Commonwealth Ave,IS,,2310740200,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1008; METERED_FL=U; PLACEMENT=MIGRATED,23JH58,,,DA,ADB-84-B,1990,,,,1,,1177632000000,palaciolv,1224806400000,{0810E3ED-D698-5F76-B3ED-E74C4DE16BBF},-71.075838406999935,42.352127048000057,90 (STREET_FEA 1091),STREET_FEA 1091,40,derived_0_50_ft,boston-sam,41283,90 Commonwealth Ave,Commonwealth Ave,42.35213167,-71.07569160,Clarendon Street & Commonwealth Avenue,72,nearest_address
9488,22JH65,Huntington Ave,10 Huntington Ave,IS,978307200000,2210740135,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2238; METERED_FL=U; PLACEMENT=MIGRATED,22JH65,,,KE,KEK81-A,2005,,,,1,,1177632000000,blundonr,1255478400000,{1BC109BA-BB2C-50A0-9DAF-82061F5C916E},-71.077378170999964,42.348204606000024,STREET_FEA 4041,STREET_FEA 4041,128,derived_100_150_ft,boston-sam,76236,10 Huntington Ave,Huntington Ave,42.34855367,-71.07731460,Dartmouth Street & Stuart Street,142,nearest_address
9543,23JH78,Berkeley Street,Near Berkeley Street & Saint James Avenue,IS,,2310740345,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=509; METERED_FL=U; PLACEMENT=MIGRATED,23JH78,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1271808000000,{B3D932B4-591D-57E8-AF84-6EAD3464C0E1},-71.073326595999958,42.350194989000045,90 (STREET_FEA 3755),STREET_FEA 3755,155,intersection_preferred_150_plus_ft,boston-sam,162049,190-200 Berkeley St,Berkeley St,42.34983075,-71.07303111,Berkeley Street & Saint James Avenue,199,nearest_intersection
9722,23JH54,Boylston Street,Near Boylston Street & Clarendon Street,IS,,2310740296,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1008; METERED_FL=U; PLACEMENT=MIGRATED,23JH54,,,WA,WAWB67P,1987,,,,1,,1177632000000,blundonr,1271808000000,{6A3D2FD5-D59C-5EF5-BA1A-32855A46A974},-71.074376692999977,42.350804547000052,504 (STREET_FEA 618),STREET_FEA 618,161,intersection_preferred_150_plus_ft,boston-sam,18333,500 Boylston St,Boylston St,42.35053867,-71.07390060,Boylston Street & Clarendon Street,227,nearest_intersection
9726,23JH38,Clarendon St,206 Clarendon St,IS,-347155200000,2310740322,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1008; METERED_FL=U; PLACEMENT=MIGRATED,23JH38,,,KE,KEK81-A,1994,,,,1,,1177632000000,palaciolv,1224806400000,{DBBC3683-1D2F-5E1F-9BF3-A3E294D9C9B6},-71.075339897999982,42.350515369000050,539 OPP (STREET_FEA 618),STREET_FEA 618,78,derived_50_100_ft,boston-sam,33210,206 Clarendon St,Clarendon St,42.35030867,-71.07526060,Boylston Street & Clarendon Street,67,nearest_address
9758,23IH52,Marlborough St,313 Marlborough St,IS,1059091200000,2309740085,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3444; METERED_FL=U; PLACEMENT=MIGRATED,23IH52,,,MU,MUCENT,2002,,,,1,,1177632000000,orrda,1459468800000,{7B3487CA-97CB-5949-B18D-D31F0AFB0666},-71.084445110999980,42.351369680000062,315 (STREET_FEA 2715),STREET_FEA 2715,59,derived_50_100_ft,boston-sam,90948,313 Marlborough St,Marlborough St,42.35152867,-71.08448060,Gloucester Street & Marlborough Street,196,nearest_address
9787,23JH44,Commonwealth Ave,122 Commonwealth Ave,IS,,2310740207,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1265; METERED_FL=U; PLACEMENT=MIGRATED,23JH44,,,MH,MH129,1978,,,,1,,1177632000000,palaciolv,1224806400000,{6CBBE3D4-0D43-597F-9C62-5C271328B91A},-71.077044643999955,42.352044248000027,122 OPP (STREET_FEA 1091),STREET_FEA 1091,101,derived_100_150_ft,boston-sam,37123,122 Commonwealth Ave,Commonwealth Ave,42.35177867,-71.07694060,Clarendon Street & Commonwealth Avenue,295,nearest_address
9853,23IH48,Commonwealth Ave,262 Commonwealth Ave,IS,,2309740175,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1857; METERED_FL=U; PLACEMENT=MIGRATED,23IH48,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{81715A7F-858D-55E7-A2C5-60782621F1D9},-71.083537718999935,42.350306866000039,262 OPP (STREET_FEA 1091),STREET_FEA 1091,79,derived_50_100_ft,boston-sam,39873,262 Commonwealth Ave,Commonwealth Ave,42.35012546,-71.08337350,Commonwealth Avenue & Fairfield Street,265,nearest_address
9952,22IH160,Massachusetts Ave,160-166 Massachusetts Ave,IS,1385942400000,2209740306,,,U,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=496; METERED_FL=U; PLACEMENT=digiornom,22IH160,,,U,U,,,,,1,,1437955200000,digiornom,1437955200000,{4B2F21C8-3388-5A68-99B7-D9CAD6D3AEDF},-71.087148087999935,42.346347968000032,160 (STREET_FEA 2743),STREET_FEA 2743,64,derived_50_100_ft,boston-sam,352628,160-166 Massachusetts Ave,Massachusetts Ave,42.34628546,-71.08692592,Belvidere Street & Massachusetts Avenue,77,nearest_address
10005,22JH98,Stuart St,426 Stuart St,IS,1288569600000,2210740076,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1008; METERED_FL=U; PLACEMENT=MIGRATED,22JH98,,,KE,KEK81-A,2009,,,,1,,1177632000000,chalmersh,1326240000000,{BB617A2E-3570-5854-9918-DBCCDEAAE89A},-71.074728873999959,42.348718037000026,420 (STREET_FEA 4041),STREET_FEA 4041,77,derived_50_100_ft,boston-sam,131661,426 Stuart St,Stuart St,42.34850867,-71.07476060,Clarendon Street & Stuart Street,131,nearest_address
10089,23JH72,Beacon St,160 Beacon St,IS,1075939200000,2310740029,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=509; METERED_FL=U; PLACEMENT=MIGRATED,23JH72,,,MU,MUCENT,2002,,,,1,,1177632000000,louisjamey,1456358400000,{BD6B6266-5220-58DC-89B5-B7D5321C70B4},-71.075972948999947,42.354565926000078,160 (STREET_FEA 445),STREET_FEA 445,68,derived_50_100_ft,boston-sam,9703,160 Beacon St,Beacon St,42.35473867,-71.07607060,Beacon Street & Clarendon Street,290,nearest_address
10156,23JH132,Arlington Street,Near Arlington Street & Commonwealth Avenue,IS,,2310740116,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=300; METERED_FL=U; PLACEMENT=MIGRATED,23JH132,,,KE,KEK81-A,1995,,,,1,,1177632000000,palaciolv,1224806400000,{ED99DC5B-02F8-547E-B1D6-401CEB6F1D73},-71.071651183999961,42.353596767000056,2 (STREET_FEA 1091),STREET_FEA 1091,160,intersection_preferred_150_plus_ft,boston-sam,343946,2-10 Commonwealth Ave,Commonwealth Ave,42.35316997,-71.07179658,Arlington Street & Commonwealth Avenue,54,nearest_intersection
10223,23IH78,Exeter St,19 Exeter St,IS,,2309740081,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1586; METERED_FL=U; PLACEMENT=MIGRATED,23IH78,,,MH,MH129,1979,,,,1,,1177632000000,palaciolv,1224806400000,{8904754E-60A1-57F0-86F9-1EB2A6776F90},-71.080337086999975,42.351410947000034,191 OPP (STREET_FEA 1091),STREET_FEA 1091,128,derived_100_150_ft,boston-sam,55329,19 Exeter St,Exeter St,42.35163867,-71.08070060,Commonwealth Avenue & Exeter Street,41,nearest_address
10334,22IH86,Clearway St,52-54 Clearway St,IS,,2209740295,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=497; METERED_FL=U; PLACEMENT=MIGRATED,22IH86,,,KE,KEK81-A,1979,,,,1,,1177632000000,blundonr,1244505600000,{9AF7A830-E3B5-5A56-ABED-63EA2DC31377},-71.084854782999969,42.345112072000063,52 OPP (STREET_FEA 1025),STREET_FEA 1025,64,derived_50_100_ft,boston-sam,33747,52-54 Clearway St,Clearway St,42.34527867,-71.08478060,Clearway Street & Dalton Street,220,nearest_address
10342,22JH72,Exeter St,88-90 Exeter St,IS,,2210740085,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=552; METERED_FL=U; PLACEMENT=MIGRATED,22JH72,,,KE,KEK81-A,2007,,,,1,,1177632000000,blundonr,1255478400000,{332F4319-1595-58CB-9FFB-23088B74101A},-71.078901244999940,42.348685158000080,88 (STREET_FEA 1586),STREET_FEA 1586,77,derived_50_100_ft,boston-sam,55343,88-90 Exeter St,Exeter St,42.34850867,-71.07874060,Blagden Street & Exeter Street,56,nearest_address
10357,22IH84,Commonwealth Ave,356 Commonwealth Ave,IS,,2209740042,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2742; METERED_FL=U; PLACEMENT=MIGRATED,22IH84,,,MU,MUCENT,2004,,,,1,,1177632000000,blundonr,1255478400000,{34D57F39-74C7-5523-B766-843B204504DB},-71.087892798999974,42.349009692000038,356 (STREET_FEA 1091),STREET_FEA 1091,57,derived_50_100_ft,boston-sam,40361,356 Commonwealth Ave,Commonwealth Ave,42.34886959,-71.08779703,Commonwealth Avenue & Massachusetts Avenue,174,nearest_address
10363,21IH172,Huntington Ave,234-238 Huntington Ave,IS,,2109740354,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2743; METERED_FL=U; PLACEMENT=MIGRATED,21IH172,,,MU,MUCENT,1976,,,,1,,1177632000000,blundonr,1255478400000,{E505C918-AB23-5015-8CE7-C5C4E662B433},-71.084234442999957,42.343115782000041,234-238 (STREET_FEA 2238),STREET_FEA 2238,65,derived_50_100_ft,boston-sam,76245,234-238 Huntington Ave,Huntington Ave,42.34294424,-71.08416143,Huntington Avenue & Massachusetts Avenue,219,nearest_address
10444,23IH72,Commonwealth Ave,192 Commonwealth Ave,IS,,2309740115,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1091; METERED_FL=U; PLACEMENT=MIGRATED,23IH72,,,US,USSEN,1980,,,,1,,1177632000000,palaciolv,1224806400000,{398EA6B6-4383-57AD-B502-43B6077B0674},-71.080072540999936,42.350887661000058,24 (STREET_FEA 1586),STREET_FEA 1586,26,derived_0_50_ft,boston-sam,38937,192 Commonwealth Ave,Commonwealth Ave,42.35094867,-71.08002060,Commonwealth Avenue & Exeter Street,106,nearest_address
10446,22IH48,Newbury St,415 Newbury St,IS,,2209740094,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2742; METERED_FL=U; PLACEMENT=MIGRATED,22IH48,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1255478400000,{DF359316-D07D-572F-97D5-9787C3D56D67},-71.089286637999976,42.348136922000037,411 (STREET_FEA 3050),STREET_FEA 3050,24,derived_0_50_ft,boston-sam,101639,415 Newbury St,Newbury St,42.34818299,-71.08934806,Massachusetts Avenue & Newbury Street,305,nearest_address
10455,21IH168,Albemarle St,13 Albemarle St,IS,,2109740134,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3744; METERED_FL=U; PLACEMENT=MIGRATED,21IH168,,,SM,SMH205,1975,,,,1,,1177632000000,blundonr,1255478400000,{DC8ED441-1391-50AB-AB46-DE5E96D76CD6},-71.082821318999947,42.342176493000068,17 (STREET_FEA 161),STREET_FEA 161,48,derived_0_50_ft,boston-sam,161430,13 Albemarle St,Albemarle St,42.34220145,-71.08299553,Albemarle Court & Albemarle Street,55,nearest_address
10505,22IH140,Boylston St,772-778 Boylston St,IS,1037750400000,2209740054,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1593; METERED_FL=U; PLACEMENT=MIGRATED,22IH140,,,MU,MUCENT,1991,,,,1,,1177632000000,mulline,1398816000000,{018CFAE0-FB8D-5E9C-95B5-8A700511F27B},-71.081945321999967,42.348765812000067,790 (STREET_FEA 618),STREET_FEA 618,87,derived_50_100_ft,boston-sam,18395,772-778 Boylston St,Boylston St,42.34870967,-71.08163260,Boylston Street & Fairfield Street,63,nearest_address
10506,22IH128,Belvidere Street,Near Belvidere Street & Huntington Avenue,IS,,2209740206,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2238; METERED_FL=U; PLACEMENT=MIGRATED,22IH128,,,KE,KEK81-A,1998,,,,1,,1177632000000,blundonr,1255478400000,{971F2314-9550-515D-87AB-4B2F54155C3B},-71.081859571999985,42.345579814000075,STREET_FEA 496,STREET_FEA 496,198,intersection_preferred_150_plus_ft,boston-sam,14266,100 Belvidere St,Belvidere St,42.34604767,-71.08223760,Belvidere Street & Huntington Avenue,59,nearest_intersection
10605,23IH64,Commonwealth Ave,239 Commonwealth Ave,IS,,2309740122,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1593; METERED_FL=U; PLACEMENT=MIGRATED,23IH64,,,KE,KEK81-A,1995,,,,1,,1177632000000,palaciolv,1224806400000,{8565D035-A564-583A-8081-7B337608FBE5},-71.082624930999941,42.350770069000077,239 OPP (STREET_FEA 1091),STREET_FEA 1091,139,derived_100_150_ft,boston-sam,39746,239 Commonwealth Ave,Commonwealth Ave,42.35114867,-71.08268060,Commonwealth Avenue & Fairfield Street,47,nearest_address
10763,23IH45,Fairfield St,29 Fairfield St,IS,,2309740131,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1593; METERED_FL=U; PLACEMENT=MIGRATED,23IH45,,,MU,MUCENT,1982,,,,1,,1177632000000,blundonr,1255478400000,{28CB8D88-ED5D-5E3E-AC93-68959702A5B2},-71.082729936999954,42.350622398000041,246 OPP (STREET_FEA 1091),STREET_FEA 1091,139,derived_100_150_ft,boston-sam,55586,29 Fairfield St,Fairfield St,42.35024867,-71.08263060,Commonwealth Avenue & Fairfield Street,56,nearest_address
10777,21IH182,Blackwood St,15 Blackwood St,IS,,2109740094,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3743; METERED_FL=U; PLACEMENT=MIGRATED,21IH182,,,SM,SMH205,1978,,,,1,,1177632000000,chalmersh,1225238400000,{30A5DAC9-13C0-50EB-BF43-1CD4DFA22EEC},-71.082171060999940,42.342686774000072,15 (STREET_FEA 551),STREET_FEA 551,39,derived_0_50_ft,boston-sam,15818,15 Blackwood St,Blackwood St,42.34260867,-71.08227060,Albemarle Court & Albemarle Street,237,nearest_address
10821,23JH104,Berkeley St,301 Berkeley St,IS,599616000000,2310740071,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2715; METERED_FL=U; PLACEMENT=MIGRATED,23JH104,,,WA,WAWB67P,1989,,,,1,,1177632000000,palaciolv,1224806400000,{AFBD8527-8E54-53B2-98A9-745A2BBD8FD6},-71.074409789999947,42.354162195000072,301 (STREET_FEA 509),STREET_FEA 509,64,derived_50_100_ft,boston-sam,15013,301 Berkeley St,Berkeley St,42.35432867,-71.07433060,Berkeley Street & Marlborough Street,49,nearest_address
10862,22IH104,Dalton St,50 Dalton St,IS,,2209740126,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3826; METERED_FL=U; PLACEMENT=MIGRATED,22IH104,,,KE,KEK11,1974,,,,1,,1177632000000,blundonr,1255478400000,{EA18E6FF-42C8-5E67-9815-7315375218BF},-71.085208650999959,42.346959912000045,50 (STREET_FEA 1245),STREET_FEA 1245,124,derived_100_150_ft,boston-sam,45832,50 Dalton St,Dalton St,42.34707367,-71.08564360,Dalton Street & Scotia Street,64,nearest_address
10888,22JH116,Clarendon St,95-111 Clarendon St,IS,801964800000,2210740124,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3401; METERED_FL=U; PLACEMENT=MIGRATED,22JH116,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1255478400000,{8DD5BF45-F61A-5327-8F96-1380BD6C5899},-71.073144937999984,42.348244844000078,STREET_FEA 5429,STREET_FEA 5429,29,derived_0_50_ft,boston-sam,172464,95-111 Clarendon St,Clarendon St,42.34825179,-71.07325229,Cahners Place & Stanhope Street,10,nearest_address
10955,22JH16,Saint Botolph St,52-58 Saint Botolph St,IS,,2210740252,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1786; METERED_FL=U; PLACEMENT=MIGRATED,22JH16,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{D0C3184F-C4EB-572C-893D-02891C547315},-71.079428078999968,42.345936955000070,58 (STREET_FEA 3743),STREET_FEA 3743,57,derived_50_100_ft,boston-sam,169925,52-58 Saint Botolph St,Saint Botolph St,42.34594257,-71.07921805,Garrison Street & Saint Botolph Street,46,nearest_address
11068,23JH48,Marlborough St,119 Marlborough St,IS,1059091200000,2310740141,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1008; METERED_FL=U; PLACEMENT=MIGRATED,23JH48,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1271808000000,{DED6D390-4CFB-58D1-9864-0F78FD1EF167},-71.077566327999989,42.353229814000031,119 (STREET_FEA 2715),STREET_FEA 2715,63,derived_50_100_ft,boston-sam,90349,119 Marlborough St,Marlborough St,42.35339867,-71.07761060,Clarendon Street & Marlborough Street,279,nearest_address
11075,22IH88,Saint Germain St,46 Saint Germain St,IS,,2209740197,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=497; METERED_FL=U; PLACEMENT=MIGRATED,22IH88,,,MU,MUCENT,1976,,,,1,,1177632000000,blundonr,1244505600000,{EADBCEFC-D670-5BA5-87DA-B326F2329537},-71.085221580999985,42.345711124000047,46 (STREET_FEA 3753),STREET_FEA 3753,32,derived_0_50_ft,boston-sam,121096,46 Saint Germain St,Saint Germain St,42.34579867,-71.08520060,Belvidere Street & Dalton Street,219,nearest_address
11150,23IH70,Newbury St,201 Newbury St,IS,662688000000,2309740159,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1586; METERED_FL=U; PLACEMENT=MIGRATED,23IH70,,,KE,KEK81-A,2007,,,,1,,1177632000000,blundonr,1255478400000,{22BFE4DD-F62E-5511-AF5F-60CB260FB8FC},-71.080058283999961,42.350319409000065,201 (STREET_FEA 3050),STREET_FEA 3050,113,derived_100_150_ft,boston-sam,101387,201 Newbury St,Newbury St,42.35040867,-71.08046060,Exeter Street & Newbury Street,44,nearest_address
11254,23JH32,Beacon St,220 Beacon St,IS,1075939200000,2310740100,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1265; METERED_FL=U; PLACEMENT=MIGRATED,23JH32,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1271808000000,{5B105881-2215-5AB6-AA78-BA7F0AB06117},-71.078523942999936,42.353885229000070,220 (STREET_FEA 445),STREET_FEA 445,63,derived_50_100_ft,boston-sam,10278,220 Beacon St,Beacon St,42.35405467,-71.07856260,Beacon Street & Dartmouth Street,184,nearest_address
11307,23JH138,Marlborough St,21 Marlborough St,IS,1059091200000,2310740048,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3440; METERED_FL=U; PLACEMENT=MIGRATED,23JH138,,,MU,MUCENT,2002,,,,1,,1177632000000,orrda,1442534400000,{69C4C565-C1EE-58BC-BEB1-C65CE43A695D},-71.073302759999933,42.354382513000076,21 (STREET_FEA 2715),STREET_FEA 2715,59,derived_50_100_ft,boston-sam,90626,21 Marlborough St,Marlborough St,42.35452767,-71.07339860,Berkeley Street & Marlborough Street,325,nearest_address
11406,23JH134,Arlington St,10-11 Arlington St,IS,,2310740408,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3440; METERED_FL=U; PLACEMENT=MIGRATED,23JH134,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1244505600000,{116C0080-7364-5F7D-9596-2C37DB13CFCD},-71.071953821999955,42.354213951000077,12 (STREET_FEA 300),STREET_FEA 300,75,derived_50_100_ft,boston-sam,161613,10-11 Arlington St,Arlington St,42.35424595,-71.07223014,Arlington Street & Commonwealth Avenue,287,nearest_address
11407,23IH58,Beacon St,398 Beacon St,IS,1075939200000,2309740053,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1857; METERED_FL=U; PLACEMENT=MIGRATED,23IH58,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{90A54394-426B-59BC-A558-3390D0355792},-71.085325985999987,42.352046838000035,398 (STREET_FEA 445),STREET_FEA 445,65,derived_50_100_ft,boston-sam,11352,398 Beacon St,Beacon St,42.35221867,-71.08539060,Beacon Street & Gloucester Street,65,nearest_address
11431,23JH90,Boylston St,443 Boylston St,IS,1192492800000,2310740240,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=618; METERED_FL=U; PLACEMENT=MIGRATED,23JH90,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1229385600000,{8C0BB636-7E3B-585A-B1F8-A65E182B601F},-71.073083030999953,42.351513068000031,237 (STREET_FEA 509),STREET_FEA 509,26,derived_0_50_ft,boston-sam,18328,443 Boylston St,Boylston St,42.35156967,-71.07302260,Berkeley Street & Boylston Street,96,nearest_address
11504,22IH64,Commonwealth Ave,370 Commonwealth Ave,IS,,2209740080,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3447; METERED_FL=U; PLACEMENT=MIGRATED,22IH64,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{656D793B-D744-5AAA-B8FA-61D68D97C9C1},-71.088466834999963,42.348485383000025,91 (STREET_FEA 2742),STREET_FEA 2742,73,derived_50_100_ft,boston-sam,40432,370 Commonwealth Ave,Commonwealth Ave,42.34859867,-71.08869060,Massachusetts Avenue & Newbury Street,151,nearest_address
11594,22IH126,W Newton St,258 W Newton St,IS,1034899200000,2209740229,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2238; METERED_FL=U; PLACEMENT=MIGRATED,22IH126,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1255478400000,{E210A837-4174-553B-A9FD-5BC3E4BB51BD},-71.081563583999980,42.345162975000051,STREET_FEA 90,STREET_FEA 90,109,derived_100_150_ft,boston-sam,102585,258 W Newton St,W Newton St,42.34489867,-71.08137060,Belvidere Street & Huntington Avenue,73,nearest_address
11622,23IH36,Gloucester St,17 Gloucester St,IS,,2309740171,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1857; METERED_FL=U; PLACEMENT=MIGRATED,23IH36,,,MH,MH129,,,,,1,,1177632000000,chalmersh,1250208000000,{B64DB9D2-40B1-542E-9124-1E4C688CF865},-71.084597426999949,42.350257150000061,STREET_FEA 1091,STREET_FEA 1091,135,derived_100_150_ft,boston-sam,64902,17 Gloucester St,Gloucester St,42.35062867,-71.08462060,Commonwealth Avenue & Gloucester Street,41,nearest_address
11639,22JH26,Harcourt St,9-17 Harcourt St,IS,,2210740254,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3743; METERED_FL=U; PLACEMENT=MIGRATED,22JH26,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1225324800000,{3978A4CC-48E8-5A5F-88DF-916FC87F7B6F},-71.078211520999957,42.345908628000075,17 (STREET_FEA 2011),STREET_FEA 2011,59,derived_50_100_ft,boston-sam,69399,9-17 Harcourt St,Harcourt St,42.34590867,-71.07843060,Harcourt Street & Studio Place,153,nearest_address
