objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
9445,17GH50,Perkins St,85 Perkins St,IS,,1707740021,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=315; METERED_FL=U; PLACEMENT=MIGRATED,17GH50,,,MU,MUCENT,1991,,,,1,,1177632000000,palaciolv,1231372800000,{C422474D-DAF5-5333-BCF2-529C907D5010},-71.114236557999959,42.321331863000069,85 (STREET_FEA 3283),STREET_FEA 3283,36,derived_0_50_ft,boston-sam,109556,85 Perkins St,Perkins St,42.32142866,-71.11421061,Ashcroft Street & Perkins Street,23,nearest_address
9451,16GH32,Centre St,674-682 Centre St,IS,,1607740157,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3839; METERED_FL=U; PLACEMENT=MIGRATED,16GH32,,,DA,ADB-84-B,1990,,,,1,,1177632000000,palaciolv,1231372800000,{7FFCD912-06E6-55E3-BDAA-07325AD0DECC},-71.114137630999949,42.312086151000074,674-682 (STREET_FEA 882),STREET_FEA 882,55,derived_50_100_ft,boston-sam,28158,674-682 Centre St,Centre St,42.31214866,-71.11395061,Centre Street & Seaverns Avenue,81,nearest_address
9455,14GH100,Washington St,3553-3557 Washington St,IS,631152000000,1407740033,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=696; METERED_FL=U; PLACEMENT=MIGRATED,14GH100,,,MU,MUCENT,2002,,,,1,,1177632000000,connorsm,1237334400000,{809F2588-EB15-55FD-9664-B4CC2DCE153E},-71.109197688999984,42.304847292000034,3549 (STREET_FEA 4395),STREET_FEA 4395,98,derived_50_100_ft,boston-sam,144951,3553-3557 Washington St,Washington St,42.30469666,-71.10950160,Brookley Road & Washington Street,24,nearest_address
9459,14GH36,Jamaica St,61 Jamaica St,IS,,1407740006,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=5361; METERED_FL=U; PLACEMENT=MIGRATED,14GH36,,,MU,MUCENT,1991,,,,1,,1177632000000,connorsm,1237334400000,{78965803-6144-5EFE-91CF-0514E75A68EF},-71.118635280999968,42.305592518000026,61 (STREET_FEA 2296),STREET_FEA 2296,34,derived_0_50_ft,boston-sam,79296,61 Jamaica St,Jamaica St,42.30551866,-71.11871061,Jamaica Place & Jamaica Street,40,nearest_address
9474,18GH25,Mark St,11 Mark St,IS,1243814400000,1807740109,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1277; METERED_FL=U; PLACEMENT=MIGRATED,18GH25,,,KE,MUCENT,1992,,,,1,,1177632000000,DeNapoliPD,1385510400000,{94D479DC-AC8B-54BA-9BE7-6D0B24194F76},-71.108976519999942,42.322688389000064,11 (STREET_FEA 2712),STREET_FEA 2712,44,derived_0_50_ft,boston-sam,90150,11 Mark St,Mark St,42.32280866,-71.10898061,Centre Street & Creighton Street,179,nearest_address
9476,17HH64,Atherton St,45 Atherton St,IS,,1708740117,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=240; METERED_FL=U; PLACEMENT=MIGRATED,17HH64,,,KE,KEK81-A,1995,,,,1,,1177632000000,palaciolv,1231459200000,{9B2489B0-8855-5395-BFAC-A0F9397260C2},-71.100694612999973,42.317810833000067,45 (STREET_FEA 337),STREET_FEA 337,44,derived_0_50_ft,boston-sam,5878,45 Atherton St,Atherton St,42.31784866,-71.10054060,Amory Street & Atherton Street,219,nearest_address
9481,17GH90,Roseway St,19 Roseway St,IS,,1707740101,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=882; METERED_FL=U; PLACEMENT=MIGRATED,17GH90,,,MU,MUCENT,1993,,,,1,,1177632000000,palaciolv,1231459200000,{B530B32C-3223-55A4-BC9E-EFDCE4AE5D4E},-71.111319252999976,42.318722148000063,19 (STREET_FEA 3680),STREET_FEA 3680,35,derived_0_50_ft,boston-sam,118516,19 Roseway St,Roseway St,42.31862866,-71.11135060,Centre Street & Roseway Street,221,nearest_address
9485,16HH200,Washington St,3215 Washington St,IS,,1608740223,,,U,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1696; METERED_FL=U; PLACEMENT=denapolipd,16HH200,,,US,U,,,,,1,,1252627200000,mulline,1396656000000,{FDF41FB0-5E9C-5A98-B14B-34DC61D493DE},-71.101956753999957,42.312215180000067,3215 (STREET_FEA 4398),STREET_FEA 4398,41,derived_0_50_ft,boston-sam,144657,3215 Washington St,Washington St,42.31228866,-71.10207060,Forest Hills Street & Washington Street,80,nearest_address
9486,14FH86,Jamaica Pl,1 Jamaica Pl,IS,1275436800000,1406740094,,,U,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2296; METERED_FL=U; PLACEMENT=chalmersh,14FH86,,,KE,KEK81-A,2009,,,,1,,1349913600000,mulline,1396656000000,{04DD0B57-E441-5228-9AA7-5B113055F654},-71.119084390999944,42.305520084000079,1 (STREET_FEA 5361),STREET_FEA 5361,35,derived_0_50_ft,boston-sam,79343,1 Jamaica Pl,Jamaica Pl,42.30554866,-71.11896061,Jamaica Place & Jamaica Street,129,nearest_address
9491,16GH5,Greenview Ave,16 Greenview Ave,IS,1054425600000,1607740112,,,U,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=882; METERED_FL=U; PLACEMENT=MIGRATED,16GH5,,,MU,U,,,,,1,,1177632000000,mulline,1396656000000,{F47290A3-2A35-5147-A26D-41C09FD4660B},-71.113324798999940,42.313388856000074,13 (STREET_FEA 1924),STREET_FEA 1924,31,derived_0_50_ft,boston-sam,66700,16 Greenview Ave,Greenview Ave,42.31344866,-71.11324061,Centre Street & Greenview Avenue,208,nearest_address
9507,15EH19,Hopkins Road,Near Hopkins Road & Pond Street,IS,,1505740021,,,U,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2203; METERED_FL=U; PLACEMENT=MIGRATED,15EH19,,,MU,U,,,,,1,,1177632000000,mulline,1396656000000,{D1F73537-2982-5D6B-ACBD-9732303F3CF9},-71.135361647999957,42.307727520000071,50 (STREET_FEA 3765),STREET_FEA 3765,165,intersection_preferred_150_plus_ft,boston-sam,75285,42 Hopkins Rd,Hopkins Rd,42.30799866,-71.13487061,Hopkins Road & Pond Street,849,nearest_intersection
9511,16FH12,Pond St,301 Pond St,IS,,1606740056,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3654; METERED_FL=U; PLACEMENT=MIGRATED,16FH12,,,KE,KEK81-A,1998,,,,1,,1177632000000,chalmersh,1233705600000,{A8017318-B9CB-5791-A0F5-5466F69E681B},-71.127734964999945,42.311848460000078,299 (STREET_FEA 3349),STREET_FEA 3349,49,derived_0_50_ft,boston-sam,111631,301 Pond St,Pond St,42.31191866,-71.12789061,Pond Street & Rockwood Street,82,nearest_address
9534,14GH26,View South Ave,8-10 View South Ave,IS,,1407740063,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3767; METERED_FL=U; PLACEMENT=MIGRATED,14GH26,,,KE,KEK81-A,1995,,,,1,,1177632000000,connorsm,1237334400000,{94A469F0-9351-52BE-BE20-8858EF5284B2},-71.115863759999968,42.304117113000075,10 (STREET_FEA 4306),STREET_FEA 4306,44,derived_0_50_ft,boston-sam,140637,8-10 View South Ave,View South Ave,42.30415866,-71.11571061,Saint Rose Street & View South Avenue,182,nearest_address
9537,18HH30,Centre St,296-298 Centre St,IS,,1808740177,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1557; METERED_FL=U; PLACEMENT=MIGRATED,18HH30,,,DA,ADB-84-B,1997,,,,1,,1177632000000,blundonr,1255478400000,{5F8CA9EB-CD04-54B5-B91E-489CC3BCE93C},-71.102826447999973,42.322851288000038,298 (STREET_FEA 882),STREET_FEA 882,55,derived_50_100_ft,boston-sam,459828,296-298 Centre St,Centre St,42.32272503,-71.10271253,Centre Street & Estrella Street,34,nearest_address
9558,15HH62,Robeson St,58 Robeson St,IS,,1508740043,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3905; METERED_FL=U; PLACEMENT=MIGRATED,15HH62,,,KE,KEK81-A,1995,,,,1,,1177632000000,chalmersh,1233532800000,{8B4DFE96-5EC1-5ECB-AD59-56C08564EF1F},-71.099538441999982,42.309731620000036,54-56 (STREET_FEA 3627),STREET_FEA 3627,56,derived_50_100_ft,boston-sam,117275,58 Robeson St,Robeson St,42.30957866,-71.09951060,Robeson Street & Sigourney Street,240,nearest_address
9588,16GH154,Lamartine St,299-301 Lamartine St,IS,959817600000,1607740134,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=530; METERED_FL=U; PLACEMENT=MIGRATED,16GH154,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1255478400000,{48EEDE79-7000-556A-92B6-856BAEB90C49},-71.108070653999960,42.312691032000032,299 (STREET_FEA 2437),STREET_FEA 2437,45,derived_0_50_ft,boston-sam,83580,299-301 Lamartine St,Lamartine St,42.31279866,-71.10815060,Cerina Road & Lamartine Street,80,nearest_address
9593,15FH24,Bowditch Rd,43 Bowditch Rd,IS,,1506740012,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2937; METERED_FL=U; PLACEMENT=MIGRATED,15FH24,,,KE,KEK81-A,1995,,,,1,,1177632000000,chalmersh,1233273600000,{CF446FE0-20B6-5044-BD45-673E4BB450A9},-71.127610597999933,42.310858705000044,43 (STREET_FEA 603),STREET_FEA 603,62,derived_50_100_ft,boston-sam,17391,43 Bowditch Rd,Bowditch Rd,42.31099866,-71.12774061,Conry Crescent & Pond Street,315,nearest_address
9595,18GH12,Castleton St,33-35 Castleton St,IS,1022889600000,1807740090,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2298; METERED_FL=U; PLACEMENT=MIGRATED,18GH12,,,MU,MUCENT,2002,,,,1,,1177632000000,palaciolv,1231718400000,{76D008B7-1EDB-53F8-A74A-1F47942B9871},-71.114347939999959,42.323424415000034,33 (STREET_FEA 841),STREET_FEA 841,45,derived_0_50_ft,boston-sam,26399,33-35 Castleton St,Castleton St,42.32353366,-71.11426961,Castleton Street & Jamaicaway,205,nearest_address
9608,14GH6,South St,294 South St,IS,,1407740140,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4397; METERED_FL=U; PLACEMENT=MIGRATED,14GH6,,,US,USSEN,1982,,,,1,,1177632000000,denapolipd,1250035200000,{AFDB40F8-630C-548B-8E66-A59E1B957685},-71.115533740999979,42.300839403000055,294 (STREET_FEA 3937),STREET_FEA 3937,53,derived_50_100_ft,boston-sam,128811,294 South St,South St,42.30069866,-71.11558061,Asticou Road & South Street,227,nearest_address
9609,15FH50,Centre St,991 Centre St,IS,817776000000,1506740115,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2610; METERED_FL=U; PLACEMENT=MIGRATED,15FH50,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1244505600000,{342CC9A7-1C87-5358-A2B7-F793F253A670},-71.124068113999954,42.306588134000037,991 (STREET_FEA 882),STREET_FEA 882,60,derived_50_100_ft,boston-sam,28320,991 Centre St,Centre St,42.30673866,-71.12416061,Centre Street & Louder's Lane,98,nearest_address
9613,15FH2,Parkside Dr,21 Parkside Dr,IS,,1506740016,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1766; METERED_FL=U; PLACEMENT=MIGRATED,15FH2,,,MU,MUCENT,1967,,,,1,,1177632000000,chalmersh,1233273600000,{8345F993-5EC4-5AAE-BBA9-0D5E24FDCEEC},-71.131205927999986,42.310854634000066,21 (STREET_FEA 3232),STREET_FEA 3232,54,derived_50_100_ft,boston-sam,108108,21 Parkside Dr,Parkside Dr,42.31076866,-71.13137061,Avon Street & Parkside Drive,396,nearest_address
9620,18GH98,Heath St,200 Heath St,IS,,1807740022,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3815; METERED_FL=U; PLACEMENT=MIGRATED,18GH98,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{055C0081-3813-5E9B-8BCE-AAFF61FB843E},-71.106609546999948,42.326473643000043,200 (STREET_FEA 2094),STREET_FEA 2094,115,derived_100_150_ft,boston-sam,72327,200 Heath St,Heath St,42.32621867,-71.10686060,Day Street & Grotto Glen Road,482,nearest_address
9633,13GH54,Wachusett St,63 Wachusett St,IS,,1307740105,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=408; METERED_FL=U; PLACEMENT=MIGRATED,13GH54,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1240444800000,{D40AD52C-00BE-570E-A704-C3B51C7ED65C},-71.113807705999989,42.295819099000028,63 OPP (STREET_FEA 4331),STREET_FEA 4331,92,derived_50_100_ft,boston-sam,141229,63 Wachusett St,Wachusett St,42.29600066,-71.11404560,Varney Street & Wachusett Street,324,nearest_address
9640,17GH78,Centre St,401A-405 Centre St,IS,1306886400000,1707740012,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3283; METERED_FL=U; PLACEMENT=MIGRATED,17GH78,,,KE,MUCENT,1993,,,,1,,1177632000000,DeNapoliPD,1385510400000,{3C26FB79-877C-59EA-9465-F9294FDB7F3E},-71.110053714999935,42.321748083000045,STREET_FEA 882,STREET_FEA 882,94,derived_50_100_ft,boston-sam,163030,401A-405 Centre St,Centre St,42.32167605,-71.11038939,Centre Street & Perkins Street,52,nearest_address
9653,17GH76,Centre St,410-412 Centre St,IS,969408000000,1707740038,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=404; METERED_FL=U; PLACEMENT=MIGRATED,17GH76,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{B0158488-829C-5084-9409-65D037815907},-71.110642858999938,42.320944086000054,410-416 OP (STREET_FEA 882),STREET_FEA 882,71,derived_50_100_ft,boston-sam,28032,410-412 Centre St,Centre St,42.32082866,-71.11043061,Barbara Street & Centre Street,50,nearest_address
9674,14GH50,South St,141 South St,IS,,1407740020,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=623; METERED_FL=U; PLACEMENT=MIGRATED,14GH50,,,KE,KEK81-A,1994,,,,1,,1177632000000,connorsm,1237334400000,{2C596AE9-985F-5A56-9BE3-AA5B99523B58},-71.114725947999943,42.305269312000064,141 (STREET_FEA 3936),STREET_FEA 3936,45,derived_0_50_ft,boston-sam,128690,141 South St,South St,42.30524866,-71.11489061,Boynton Street & South Street,59,nearest_address
9682,16FH75,Rockwood St,14 Rockwood St,IS,904089600000,1606740036,,,GIS,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1109; METERED_FL=U; PLACEMENT=MIGRATED,16FH75,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1271808000000,{F21C75FC-EC17-53DA-8B95-FD51D13B8537},-71.127846465999937,42.312510839000026,14 (STREET_FEA 3654),STREET_FEA 3654,44,derived_0_50_ft,boston-sam,117985,14 Rockwood St,Rockwood St,42.31240866,-71.12793061,Conry Crescent & Rockwood Street,23,nearest_address
9683,16FH14,Pond St,285 Pond St,IS,,1606740053,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2294; METERED_FL=U; PLACEMENT=MIGRATED,16FH14,,,MU,MUCENT,1993,,,,1,,1177632000000,chalmersh,1233705600000,{D0CC3FFE-B26A-5F64-834D-D1BC0E45D809},-71.126639938999972,42.311889430000065,285 (STREET_FEA 3349),STREET_FEA 3349,77,derived_50_100_ft,boston-sam,111623,285 Pond St,Pond St,42.31209866,-71.12661061,Jaeger Terrace & Pond Street,49,nearest_address
9692,15FH113,Hillcroft Rd,37 Hillcroft Rd,IS,,1506740121,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=865; METERED_FL=U; PLACEMENT=MIGRATED,15FH113,,,MU,MUCENT,2002,,,,1,,1177632000000,denapolipd,1250035200000,{091615B2-0A36-5136-A9AC-5C98F19C6F5C},-71.124425287999941,42.307287695000070,34 (STREET_FEA 2156),STREET_FEA 2156,58,derived_50_100_ft,boston-sam,166252,37 Hillcroft Rd,Hillcroft Rd,42.30734525,-71.12462670,Centre Street & Louder's Lane,355,nearest_address
9715,15GH130,Revere St,10 Revere St,IS,907113600000,1507740022,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3622; METERED_FL=U; PLACEMENT=MIGRATED,15GH130,,,KE,KEK81-A,1982,,,,1,,1177632000000,chalmersh,1233532800000,{1264CB1E-0548-53BD-B228-0C9C9EBD0806},-71.111188688999960,42.310692075000077,10 (STREET_FEA 3561),STREET_FEA 3561,57,derived_50_100_ft,boston-sam,115505,10 Revere St,Revere St,42.31059866,-71.11136060,Alveston Street & Harris Avenue,257,nearest_address
9725,14GH86,Washington St,3585-3587 Washington St,IS,,1407740075,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=743; METERED_FL=U; PLACEMENT=MIGRATED,14GH86,,,US,USMET250,1988,,,,1,,1177632000000,connorsm,1237334400000,{F288E6F4-906C-541C-92C6-4C51294685C0},-71.110363942999982,42.303655991000028,3593 (STREET_FEA 4395),STREET_FEA 4395,56,derived_50_100_ft,boston-sam,144960,3585-3587 Washington St,Washington St,42.30380966,-71.11035960,Burnett Street & Washington Street,99,nearest_address
9728,15GH104,John A. Andrew St,6 John A. Andrew St,IS,738892800000,1507740085,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3048; METERED_FL=U; PLACEMENT=MIGRATED,15GH104,,,MU,MUCENT,1993,,,,1,,1177632000000,chings,1456963200000,{24BC31D5-7CC0-54FA-AFE6-5F7B30EBD8F1},-71.110185153999964,42.309061262000057,6 (STREET_FEA 2323),STREET_FEA 2323,23,derived_0_50_ft,boston-sam,79838,6 John A. Andrew St,John A. Andrew St,42.30901866,-71.11012060,John A. Andrew Street & Newbern Street,98,nearest_address
9749,13GH113,Walk Hill St,2 Walk Hill St,IS,,1307740122,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4350; METERED_FL=U; PLACEMENT=blundonr,13GH113,,,MU,MUCENT,2006,,,,1,,1242864000000,denapolipd,1250035200000,{D3477FD4-FC4F-5B79-B25A-7A74E0D7A8DD},-71.115973384999961,42.296195089000037,2 (STREET_FEA 2250),STREET_FEA 2250,49,derived_0_50_ft,boston-sam,342621,2 Walk Hill St,Walk Hill St,42.29616249,-71.11579512,Hyde Park Avenue & Walk Hill Street,89,nearest_address
9755,17GH106,Boylston St,16 Boylston St,IS,1024963200000,1707740102,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=492; METERED_FL=U; PLACEMENT=MIGRATED,17GH106,,,MU,MUCENT,2002,,,,1,,1177632000000,palaciolv,1231459200000,{8F721CAB-ABD8-50D5-81F8-35B4D6A4C1FB},-71.110206572999971,42.318770387000029,16 (STREET_FEA 621),STREET_FEA 621,45,derived_0_50_ft,boston-sam,18466,16 Boylston St,Boylston St,42.31888866,-71.11016061,Belmore Terrace & Boylston Street,76,nearest_address
9769,14GH44,South St,238 South St,IS,,1407740116,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=278; METERED_FL=U; PLACEMENT=MIGRATED,14GH44,,,KE,KEK81-A,1998,,,,1,,1177632000000,connorsm,1237420800000,{D66056BB-FF7A-5645-B5D2-E7C055E70B47},-71.114577927999960,42.302065049000078,238 OPP (STREET_FEA 3936),STREET_FEA 3936,102,derived_100_150_ft,boston-sam,128806,238 South St,South St,42.30206866,-71.11420061,Arborway & South Street,78,nearest_address
9777,12GH90,Eastland Rd,22 Eastland Rd,IS,801964800000,1207740052,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4606; METERED_FL=U; PLACEMENT=MIGRATED,12GH90,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1244505600000,{BF13BAA4-2FC0-565F-93A1-29ABDC3F8131},-71.113793553999983,42.291569869000057,22 OPP (STREET_FEA 1433),STREET_FEA 1433,55,derived_50_100_ft,boston-sam,50893,22 Eastland Rd,Eastland Rd,42.29154866,-71.11359060,Eastland Road & Woodbourne Road,170,nearest_address
9797,17HH44,Lamartine St,83-85 Lamartine St,IS,,1708740088,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2438; METERED_FL=U; PLACEMENT=MIGRATED,17HH44,,,US,USSEN,1980,,,,1,,1177632000000,blundonr,1255478400000,{CCA20223-F962-56A4-A655-E41084983201},-71.102553766999961,42.320292248000044,14 (STREET_FEA 2172),STREET_FEA 2172,27,derived_0_50_ft,boston-sam,166920,83-85 Lamartine St,Lamartine St,42.32026801,-71.10264887,Hoffman Street & Lamartine Street,36,nearest_address
9799,17GH158,Boylston St,42 Boylston St,IS,1019606400000,1707740120,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3766; METERED_FL=U; PLACEMENT=MIGRATED,17GH158,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1255478400000,{7E38544A-3183-529D-BA96-36416E9EB00C},-71.108527601999981,42.318083597000054,42 (STREET_FEA 621),STREET_FEA 621,50,derived_0_50_ft,boston-sam,18572,42 Boylston St,Boylston St,42.31821866,-71.10850060,Boylston Street & Saint Peter Street,28,nearest_address
9813,16GH62,Seaverns Ave,34 Seaverns Ave,IS,738892800000,1607740148,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3839; METERED_FL=U; PLACEMENT=MIGRATED,16GH62,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1230076800000,{85DA885B-03B6-5BAE-8FE9-DFCE2C4DCD26},-71.112384676999966,42.312275499000066,STREET_FEA 3996,STREET_FEA 3996,47,derived_0_50_ft,boston-sam,169578,34 Seaverns Ave,Seaverns Ave,42.31214733,-71.11240835,Maple Place & Seaverns Avenue,138,nearest_address
9820,14GH138,Arborway,Near Arborway & Forest Hills Street,IS,,1407740157,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,14GH138,,,U,U,,,,,1,,1239926400000,blundonr,1244419200000,{E4AFE207-3753-52CF-A22D-6B5D3840DA3E},-71.107260755999960,42.301567040000066,327 (STREET_FEA 1694),STREET_FEA 1694,271,intersection_preferred_150_plus_ft,boston-sam,343034,327 Forest Hills St,Forest Hills St,42.30154546,-71.10625423,Arborway & Forest Hills Street,267,nearest_intersection
9833,13FH28,Lochdale Rd,44 Lochdale Rd,IS,347155200000,1306740035,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4397; METERED_FL=U; PLACEMENT=MIGRATED,13FH28,,,MU,MUCENT,1981,,,,1,,1177632000000,blundonr,1244505600000,{C0105044-BEF2-5353-8412-EFD23F7552B9},-71.120685764999962,42.294887268000025,44 OPP (STREET_FEA 2575),STREET_FEA 2575,64,derived_50_100_ft,boston-sam,86841,44 Lochdale Rd,Lochdale Rd,42.29473866,-71.12081061,Lochdale Road & Washington Street,325,nearest_address
9840,15GH144,Call St,89 Call St,IS,,1507740145,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=978; METERED_FL=U; PLACEMENT=MIGRATED,15GH144,,,US,USSEN,1981,,,,1,,1177632000000,chalmersh,1233532800000,{E21A9AC0-0021-5167-912A-408F46610B0E},-71.110329467999975,42.307267420000073,89 (STREET_FEA 778),STREET_FEA 778,33,derived_0_50_ft,boston-sam,24755,89 Call St,Call St,42.30725866,-71.11045060,Call Street & Child Street,71,nearest_address
9844,13GH102,Morton St,96 Morton St,IS,1033689600000,1307740009,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3114; METERED_FL=U; PLACEMENT=MIGRATED,13GH102,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{9291C636-3D52-5C58-A092-E2FE357E3B91},-71.109255361999942,42.300130116000048,STREET_FEA 2932,STREET_FEA 2932,136,derived_100_150_ft,boston-sam,167823,96 Morton St,Morton St,42.30030401,-71.10880624,Morton Street & O'Leary Way,74,nearest_address
9851,12GH70,Eldridge Rd,42 Eldridge Rd,IS,,1207740028,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2117; METERED_FL=U; PLACEMENT=MIGRATED,12GH70,,,MU,MUCENT,1978,,,,1,,1177632000000,chalmersh,1240444800000,{86BC29EE-AEAD-5A0F-8B3B-DD87F0D9AA42},-71.115376640999955,42.292440268000064,42 (STREET_FEA 1473),STREET_FEA 1473,37,derived_0_50_ft,boston-sam,52661,42 Eldridge Rd,Eldridge Rd,42.29250866,-71.11548061,Eldridge Road & Herbertson Road,245,nearest_address
9882,15HH22,Glen Rd,20-22 Glen Rd,IS,770428800000,1508740053,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4398; METERED_FL=U; PLACEMENT=MIGRATED,15HH22,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1233532800000,{DA08A34E-C1B0-5B41-A14A-E33001DE5F78},-71.103539049999938,42.309195473000045,20-22 (STREET_FEA 1829),STREET_FEA 1829,54,derived_50_100_ft,boston-sam,63922,20-22 Glen Rd,Glen Rd,42.30934266,-71.10353760,Glen Road & Green Street,288,nearest_address
9899,15EH10,Pond St,456 Pond St,IS,,1505740009,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2203; METERED_FL=U; PLACEMENT=MIGRATED,15EH10,,,KE,KEK81-A,2007,,,,1,,1177632000000,chalmersh,1233273600000,{F7798A45-EB64-578C-9B13-2D3F404D1B58},-71.133511535999958,42.309460215000058,456 OPP (STREET_FEA 3349),STREET_FEA 3349,86,derived_50_100_ft,boston-sam,111670,456 Pond St,Pond St,42.30922866,-71.13344061,Hopkins Road & Pond Street,66,nearest_address
9901,16GH8,Burroughs St,51 Burroughs St,IS,1022889600000,1607740102,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=141; METERED_FL=U; PLACEMENT=MIGRATED,16GH8,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1230076800000,{4551AFED-0A56-57FC-8E98-39B9E9EB3BD3},-71.117309825999939,42.313726411000061,51 (STREET_FEA 750),STREET_FEA 750,70,derived_50_100_ft,boston-sam,24055,51 Burroughs St,Burroughs St,42.31382866,-71.11709061,Agassiz Park & Burroughs Street,66,nearest_address
9917,14HH16,Forest Hills St,281 Forest Hills St,IS,1119571200000,1408740020,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3687; METERED_FL=U; PLACEMENT=MIGRATED,14HH16,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1235779200000,{BAD23E23-5196-5DC7-8666-273E1FEF3D50},-71.104357493999942,42.302851954000062,281 (STREET_FEA 1696),STREET_FEA 1696,50,derived_0_50_ft,boston-sam,59418,281 Forest Hills St,Forest Hills St,42.30297866,-71.10443060,Forest Hills Street & Rossmore Road,30,nearest_address
