objectid,facilityid,streetname,address,lifecyclestatus,source_lifecyclestatus_assumption,owner,comments,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,globalid,lon,lat,source,source_exported_at,source_record_number,source_x,source_y,source_projection,facilityid_basis,water_nd,record_id,node_type,person,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
43,STH-HYD-BDDAA5C7BB,Crosby Street,21 Crosby Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0043-BDDAA5C7BB,-71.11541035,42.49785971,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,43,759884.187500,3006687.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,210,1240,HYD,YVETTE,,,35,derived_0_50_ft,massgis-stoneham,2611185,21 Crosby Street,Crosby Street,42.49790021,-71.11529259,,,nearest_address
44,STH-HYD-635EBCBFD2,Westwood Road,36 Westwood Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0044-635EBCBFD2,-71.10253691,42.49777557,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,44,763356.062500,3006672.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,213,1663,HYD,YVETTE,,,45,derived_0_50_ft,massgis-stoneham,2615603,36 Westwood Road,Westwood Road,42.49766506,-71.10246544,,,nearest_address
45,STH-HYD-883874F169,Westwood Road,84 Westwood Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0045-883874F169,-71.10462100,42.49775187,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,45,762794.062500,3006661.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,214,1612,HYD,YVETTE,,,49,derived_0_50_ft,massgis-stoneham,2612527,84 Westwood Road,Westwood Road,42.49762279,-71.10456789,,,nearest_address
46,STH-HYD-7D65BD97FE,Erickson Street,1 Erickson Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0046-7D65BD97FE,-71.10810080,42.49760117,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,46,761855.875000,3006602.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,224,1311,HYD,YVETTE,,,55,derived_50_100_ft,massgis-stoneham,2609046,1 Erickson Street,Erickson Street,42.49774514,-71.10816181,,,nearest_address
47,STH-HYD-B6BFB95BB8,Hanford Road,5 Hanford Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0047-B6BFB95BB8,-71.11089164,42.49755300,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,47,761103.312500,3006581.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,227,1271,HYD,YVETTE,,,41,derived_0_50_ft,massgis-stoneham,2615654,5 Hanford Road,Hanford Road,42.49749090,-71.11076259,,,nearest_address
48,STH-HYD-4754E31C9E,Bonad Road,4 Bonad Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0048-4754E31C9E,-71.10701918,42.49753026,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,48,762147.687500,3006577.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,229,1575,HYD,YVETTE,,,68,derived_50_100_ft,massgis-stoneham,2612266,4 Bonad Road,Bonad Road,42.49743425,-71.10680241,,,nearest_address
49,STH-HYD-F17D2CA9A0,Sherwood Road,9 Sherwood Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0049-F17D2CA9A0,-71.10612513,42.49726172,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,49,762389.250000,3006480.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,246,1609,HYD,YVETTE,,,49,derived_0_50_ft,massgis-stoneham,2615956,9 Sherwood Road,Sherwood Road,42.49713899,-71.10620035,,,nearest_address
50,STH-HYD-4FD28B4FA6,High Street,95 High Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0050-4FD28B4FA6,-71.09405948,42.49721094,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,50,765643.250000,3006477.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,247,2007,HYD,YVETTE,,,111,derived_100_150_ft,massgis-stoneham,2612561,95 High Street,High Street,42.49718725,-71.09364715,,,nearest_address
51,STH-HYD-43E92986AE,Governor Road,24 Governor Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0051-43E92986AE,-71.10201873,42.49722086,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,51,763496.750000,3006471.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,250,6530,HYD,,,,23,derived_0_50_ft,massgis-stoneham,2609302,24 Governor Road,Governor Road,42.49715981,-71.10199084,,,nearest_address
52,STH-HYD-33BA2B2E88,Governor Road,54 Governor Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0052-33BA2B2E88,-71.10428096,42.49713193,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,52,762886.812500,3006435.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,257,1748,HYD,YVETTE,,,61,derived_50_100_ft,massgis-stoneham,2613212,54 Governor Road,Governor Road,42.49697420,-71.10435428,,,nearest_address
53,STH-HYD-28F629301C,Celestine Terrace,3 Celestine Terrace,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0053-28F629301C,-71.10012332,42.49702291,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,53,764008.250000,3006401.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,263,1774,HYD,YVETTE,,,49,derived_0_50_ft,massgis-stoneham,2613015,3 Celestine Terrace,Celestine Terrace,42.49694009,-71.09997904,,,nearest_address
54,STH-HYD-A233495BD4,Rose Lane,7 Rose Lane,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0054-A233495BD4,-71.11281283,42.49699421,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,54,760586.125000,3006375.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,266,1260,HYD,YVETTE,,,50,derived_0_50_ft,massgis-stoneham,2610663,7 Rose Lane,Rose Lane,42.49704949,-71.11264336,,,nearest_address
55,STH-HYD-72289E948F,Governor Road,46 Governor Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0055-72289E948F,-71.10293487,42.49681243,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,55,763250.375000,3006321.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,271,1660,HYD,YVETTE,,,106,derived_100_150_ft,massgis-stoneham,2616017,46 Governor Road,Governor Road,42.49710262,-71.10296638,,,nearest_address
56,STH-HYD-64DA785A50,Main Street,74 Main Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0056-64DA785A50,-71.10080493,42.49679821,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,56,763824.812500,3006318.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,273,1777,HYD,YVETTE,,,131,derived_100_150_ft,massgis-stoneham,2609797,74 Main Street,Main Street,42.49696278,-71.10036895,,,nearest_address
57,STH-HYD-256070942A,North Street,160 North Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0057-256070942A,-71.10957235,42.49682755,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,57,761460.312500,3006318.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,274,1487,HYD,YVETTE,,,67,derived_50_100_ft,massgis-stoneham,2610193,160 North Street,North Street,42.49678723,-71.10932992,,,nearest_address
58,STH-HYD-F28A0D559D,Oak Street,97 Oak Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0058-F28A0D559D,-71.10751110,42.49668747,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,58,762016.437500,3006269.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,280,1728,HYD,YVETTE,,,47,derived_0_50_ft,massgis-stoneham,2613310,97 Oak Street,Oak Street,42.49671168,-71.10733774,,,nearest_address
59,STH-HYD-BE6E1E7CCC,Lawndale Road,41 Lawndale Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0059-BE6E1E7CCC,-71.09219219,42.49646828,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,59,766148.125000,3006209.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,288,2020,HYD,YVETTE,,,73,derived_50_100_ft,massgis-stoneham,2610526,41 Lawndale Road,Lawndale Road,42.49665735,-71.09227865,,,nearest_address
60,STH-HYD-C30E51036B,Kenneth Terrace,14 Kenneth Terrace,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0060-C30E51036B,-71.09679766,42.49630132,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,60,764906.375000,3006142.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,298,2058,HYD,YVETTE,,,72,derived_50_100_ft,massgis-stoneham,2614360,14 Kenneth Terrace,Kenneth Terrace,42.49614801,-71.09696687,,,nearest_address
61,STH-HYD-CF48BE531B,Main Street,88 Main Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0061-CF48BE531B,-71.10052275,42.49627107,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,61,763901.812500,3006126.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,303,1780,HYD,YVETTE,,,98,derived_50_100_ft,massgis-stoneham,2615091,88 Main Street,Main Street,42.49622957,-71.10016199,,,nearest_address
62,STH-HYD-B19CB49E5D,North Street,184 North Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0062-B19CB49E5D,-71.11114865,42.49623675,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,62,761036.187500,3006101.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,307,1483,HYD,YVETTE,,,60,derived_50_100_ft,massgis-stoneham,2614531,184 North Street,North Street,42.49608413,-71.11123463,,,nearest_address
63,STH-HYD-7C8A7AC69A,Morgan Avenue,8 Morgan Avenue,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0063-7C8A7AC69A,-71.08951700,42.49598407,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,63,766870.437500,3006036.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,311,2360,HYD,YVETTE,,,47,derived_0_50_ft,massgis-stoneham,2613354,8 Morgan Avenue,Morgan Avenue,42.49611261,-71.08950231,,,nearest_address
64,STH-HYD-3761848A67,Morgan Avenue,16 Morgan Avenue,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0064-3761848A67,-71.08796520,42.49595041,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,64,767289.000000,3006026.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,312,2362,HYD,YVETTE,,,59,derived_50_100_ft,massgis-stoneham,2611095,16 Morgan Avenue,Morgan Avenue,42.49606642,-71.08811974,,,nearest_address
65,STH-HYD-D04EB6A809,Myopia Road,15 Myopia Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0065-D04EB6A809,-71.10468252,42.49595888,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,65,762780.500000,3006007.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,316,1746,HYD,YVETTE,,,53,derived_50_100_ft,massgis-stoneham,2609202,15 Myopia Road,Myopia Road,42.49609975,-71.10473803,,,nearest_address
66,STH-HYD-8E7E2BEB46,Marie Avenue,3 Marie Avenue,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0066-8E7E2BEB46,-71.10010146,42.49586418,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,66,764016.125000,3005979.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,325,2033,HYD,YVETTE,,,65,derived_50_100_ft,massgis-stoneham,2613084,3 Marie Avenue,Marie Avenue,42.49574613,-71.09992202,,,nearest_address
67,STH-HYD-2C9C2ECB1D,Bonad Road,19 Bonad Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0067-2C9C2ECB1D,-71.10616557,42.49571974,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,67,762380.937500,3005918.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,345,1736,HYD,YVETTE,,,42,derived_0_50_ft,massgis-stoneham,2614535,19 Bonad Road,Bonad Road,42.49563049,-71.10626477,,,nearest_address
68,STH-HYD-4DA35CB8D5,North Street,200 North Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0068-4DA35CB8D5,-71.11277535,42.49569960,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,68,760598.375000,3005903.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,349,1417,HYD,YVETTE,,,62,derived_50_100_ft,massgis-stoneham,2609371,200 North Street,North Street,42.49554929,-71.11266354,,,nearest_address
69,STH-HYD-90945FE395,Bear Hill Road,32 Bear Hill Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0069-90945FE395,-71.09799068,42.49557627,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,69,764585.875000,3005876.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,357,2061,HYD,YVETTE,,,34,derived_0_50_ft,massgis-stoneham,2615579,32 Bear Hill Road,Bear Hill Road,42.49549080,-71.09803772,,,nearest_address
70,STH-HYD-D63EBF0E42,Bear Hill Road,12 Bear Hill Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0070-D63EBF0E42,-71.09533059,42.49555667,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,70,765303.312500,3005873.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,358,2064,HYD,YVETTE,,,50,derived_0_50_ft,massgis-stoneham,2612750,12 Bear Hill Road,Bear Hill Road,42.49543772,-71.09542299,,,nearest_address
