objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
6627,20JH245,Bio Square Drive,Near Bio Square Drive & East Newton Street,IS,,2010740367,,,GIS,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=2328; METERED_FL=U; PLACEMENT=MIGRATED,20JH245,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1244419200000,{C1A35D86-8907-5E01-B994-BF5BBD90FE7D},-71.068584947999966,42.335138749000066,STREET_FEA 2256,STREET_FEA 2256,267,intersection_preferred_150_plus_ft,boston-sam,445207,120 E Newton St,E Newton St,42.33551917,-71.06943482,Bio Square Drive & East Newton Street,117,nearest_intersection
6642,22KH38,Harrison Ave,335-347 Harrison Ave,IS,,2211740155,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4531; METERED_FL=U; PLACEMENT=MIGRATED,22KH38,,,MH,MH929,1983,,,,1,,1177632000000,blundonr,1255478400000,{0A624C00-1378-5E04-9B14-065748BE3536},-71.063849148999964,42.345089933000054,345 (STREET_FEA 2032),STREET_FEA 2032,95,derived_50_100_ft,boston-sam,355636,335-347 Harrison Ave,Harrison Ave,42.34504244,-71.06419799,Harrison Avenue & William E. Mullins Way,144,nearest_address
6703,21KH2,Wareham St,84-88 Wareham St,IS,,2111740242,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4376; METERED_FL=U; PLACEMENT=MIGRATED,21KH2,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1271808000000,{C2B2C105-4ED0-5EEE-8E4A-D6E593F42FD6},-71.066441431999976,42.338639316000069,505 (STREET_FEA 160),STREET_FEA 160,131,derived_100_150_ft,boston-sam,352033,84-88 Wareham St,Wareham St,42.33893635,-71.06671553,Albany Street & Wareham Street,57,nearest_address
6717,21JH186,Malden St,50 Malden St,IS,,2110740218,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2032; METERED_FL=U; PLACEMENT=MIGRATED,21JH186,,,KE,KEK81-A,1994,,,,1,,1177632000000,mulline,1445212800000,{090E5C4B-507E-5816-8C80-2048B4CBDAC5},-71.068231712999989,42.340115482000044,STREET_FEA 2658,STREET_FEA 2658,48,derived_0_50_ft,boston-sam,419532,50 Malden St,Malden St,42.34011826,-71.06805367,Malden Street & Wareham Street,58,nearest_address
6761,21JH144,E Dedham St,83-93 E Dedham St,IS,1378166400000,2110740299,,,AS BUILT,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=251; METERED_FL=U; PLACEMENT=MIGRATED,21JH144,,,KE,KEK81-A,2012,,,,1,,1177632000000,chalmersh,1425859200000,{C0346A30-9612-5E7F-9126-6BE4D1EFAC9A},-71.069169835999958,42.338794284000073,75 (STREET_FEA 11),STREET_FEA 11,65,derived_50_100_ft,boston-sam,422183,83-93 E Dedham St,E Dedham St,42.33862803,-71.06908380,East Dedham Street & Jeffrey Street,84,nearest_address
6777,21JH154,W Dedham St,50 W Dedham St,IS,,2110740143,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3868; METERED_FL=U; PLACEMENT=MIGRATED,21JH154,,,DA,ADB-62-B,1980,,,,1,,1177632000000,blundonr,1255478400000,{E5EC758C-E9B8-54EA-86A6-3FC3ADDA8B92},-71.072207857999956,42.341349433000062,13-19 OPP (STREET_FEA 79),STREET_FEA 79,66,derived_50_100_ft,boston-sam,351085,50 W Dedham St,W Dedham St,42.34141594,-71.07243573,Shawmut Avenue & West Dedham Street,46,nearest_address
6812,21JH124,San Juan St,12 San Juan St,IS,,2110740125,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3062; METERED_FL=U; PLACEMENT=MIGRATED,21JH124,,,DA,ADB-84-B,1975,,,,1,,1177632000000,blundonr,1255478400000,{D3152E7B-594D-55A0-8B7C-4E18EA7A0779},-71.073846777999961,42.341667737000080,12 BACK (STREET_FEA 3784),STREET_FEA 3784,35,derived_0_50_ft,boston-sam,169436,12 San Juan St,San Juan St,42.34157860,-71.07380022,Aguadilla Street & West Brookline Street,244,nearest_address
6835,21JH180,Tremont St,605 Tremont St,IS,,2110740051,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1266; METERED_FL=U; PLACEMENT=MIGRATED,21JH180,,,SM,SMH205,1976,,,,1,,1177632000000,mulline,1224720000000,{BBA85FD2-FD39-5488-8ADF-608B4E26C677},-71.073528849999946,42.343070226000066,605 (STREET_FEA 4217),STREET_FEA 4217,41,derived_0_50_ft,boston-sam,137766,605 Tremont St,Tremont St,42.34314867,-71.07364059,Dartmouth Street & Tremont Street,110,nearest_address
6840,20JH90,Massachusetts Avenue,Near Massachusetts Avenue & Massachusetts Avenue Connector,IS,,2010740323,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,20JH90,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{F0896D0D-3D5E-598F-BEB3-395389508CDC},-71.071545999999955,42.333528113000057,STREET_FEA 115,STREET_FEA 115,201,intersection_preferred_150_plus_ft,boston-sam,1571,750 Albany St,Albany St,42.33406893,-71.07169286,Massachusetts Avenue & Massachusetts Avenue Connector,332,nearest_intersection
6854,21JH259,Rollins St,3 Rollins St,IS,,2110740331,,,GIS,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=palaciolv,21JH259,,,MU,MUCENT,2002,,,,1,,1217548800000,blundonr,1244419200000,{11FC84CF-35B1-52F9-B9EB-D6B9DA9BAD2F},-71.067885447999970,42.341439482000055,1-3 (STREET_FEA 3662),STREET_FEA 3662,27,derived_0_50_ft,boston-sam,353671,3 Rollins St,Rollins St,42.34143796,-71.06798454,Harrison Avenue & Rollins Street,173,nearest_address
6902,21JH136,W Brookline St,160 W Brookline St,IS,,2110740084,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3416; METERED_FL=U; PLACEMENT=MIGRATED,21JH136,,,MU,MUCENT,1971,,,,1,,1177632000000,blundonr,1255478400000,{C076FEEB-252D-5D98-9131-60CEC4DD5E86},-71.075906212999939,42.342456695000067,160 (STREET_FEA 72),STREET_FEA 72,24,derived_0_50_ft,boston-sam,22272,160 W Brookline St,W Brookline St,42.34239867,-71.07595060,Tremont Street & West Brookline Street,227,nearest_address
6969,22JH8,Holyoke St,5 Holyoke St,IS,,2210740341,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1077; METERED_FL=U; PLACEMENT=MIGRATED,22JH8,,,MU,MUCENT,1992,,,,1,,1177632000000,palaciolv,1224806400000,{9CDA082F-683A-5D6C-BB91-33A8C082C12A},-71.077355957999941,42.344493748000048,STREET_FEA 2191,STREET_FEA 2191,76,derived_50_100_ft,boston-sam,74945,5 Holyoke St,Holyoke St,42.34468867,-71.07746060,Columbus Avenue & Holyoke Street,88,nearest_address
7019,20JH226,E Dedham St,95-103 E Dedham St,IS,,2010740014,,,AS BUILT,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=160; METERED_FL=U; PLACEMENT=MIGRATED,20JH226,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1425859200000,{AB05F8B7-9865-5917-9831-CC7F6F45E5A0},-71.068432439999981,42.338192493000065,119 (STREET_FEA 11),STREET_FEA 11,60,derived_50_100_ft,boston-sam,422184,95-103 E Dedham St,E Dedham St,42.33804555,-71.06853550,East Dedham Street & Thorn Street,143,nearest_address
7021,20JH220,E Canton St,99 E Canton St,IS,,2010740053,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=251; METERED_FL=U; PLACEMENT=MIGRATED,20JH220,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1225152000000,{7A7D759B-B93F-511A-97D8-214CD6E48452},-71.069121919999986,42.337741758000050,100 OPP (STREET_FEA 5),STREET_FEA 5,32,derived_0_50_ft,boston-sam,341556,99 E Canton St,E Canton St,42.33767129,-71.06919351,East Canton Street & Thorn Street,146,nearest_address
7041,20JH196,Harrison Ave,761 Harrison Ave,IS,,2010740096,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=7; METERED_FL=U; PLACEMENT=MIGRATED,20JH196,,,KE,KEK81-A,1989,,,,1,,1177632000000,chalmersh,1225152000000,{A0F08624-BA78-53A7-8E63-E67B1750CF58},-71.072635142999957,42.337067198000057,761 (STREET_FEA 2032),STREET_FEA 2032,54,derived_50_100_ft,boston-sam,70055,761 Harrison Ave,Harrison Ave,42.33706736,-71.07283549,East Newton Street & Harrison Avenue,235,nearest_address
7054,22JH30,Warren Ave,149 Warren Ave,IS,,2210740359,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1266; METERED_FL=U; PLACEMENT=MIGRATED,22JH30,,,WA,WAWB67P,1980,,,,1,,1177632000000,louisjamey,1458864000000,{DA1906CB-6F7B-5460-B1FF-9E52EA73E4F9},-71.075268820999952,42.344189494000034,149 (STREET_FEA 4379),STREET_FEA 4379,35,derived_0_50_ft,boston-sam,142930,149 Warren Ave,Warren Ave,42.34426867,-71.07534060,Warren Avenue & West Canton Street,193,nearest_address
7063,20JH158,Albany St,715 Albany St,IS,,2010740184,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=160; METERED_FL=U; PLACEMENT=MIGRATED,20JH158,,,MU,MUCENT,2004,,,,1,,1177632000000,blundonr,1255478400000,{32809040-F18F-5C1E-B454-1A0CB32B99F6},-71.072016369999972,42.335553084000026,85 (STREET_FEA 7),STREET_FEA 7,123,derived_100_150_ft,boston-sam,161420,715 Albany St,Albany St,42.33559072,-71.07156068,Albany Street & East Concord Street,261,nearest_address
7099,20JH80,Massachusetts Ave,666 Massachusetts Ave,IS,,2010740164,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=196; METERED_FL=U; PLACEMENT=MIGRATED,20JH80,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{1CD2BFD8-7810-5FC8-B354-252258C5DE49},-71.076105494999979,42.335928524000053,666 (STREET_FEA 2746),STREET_FEA 2746,49,derived_0_50_ft,boston-sam,92545,666 Massachusetts Ave,Massachusetts Ave,42.33601867,-71.07597059,Massachusetts Avenue & Washington Street,312,nearest_address
7193,22JH112,Cazenove St,1 Cazenove St,IS,,2210740187,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=897; METERED_FL=U; PLACEMENT=MIGRATED,22JH112,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1255478400000,{759E71A5-C393-5915-B629-109CE8430715},-71.072582381999950,42.346808874000033,1 (STREET_FEA 849),STREET_FEA 849,37,derived_0_50_ft,boston-sam,26631,1 Cazenove St,Cazenove St,42.34684867,-71.07271059,Cazenove Street & Chandler Street,91,nearest_address
7401,22JH132,Dwight St,32 Dwight St,IS,757382400000,2210740349,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4114; METERED_FL=U; PLACEMENT=MIGRATED,22JH132,,,KE,KEK81-A,1994,,,,1,,1177632000000,palaciolv,1224806400000,{2B8DF1F3-7CFE-50F4-8A40-2FCBF0240690},-71.068969053999979,42.344315269000049,32 (STREET_FEA 1418),STREET_FEA 1418,26,derived_0_50_ft,boston-sam,50369,32 Dwight St,Dwight St,42.34425867,-71.06903059,Dwight Street & Taylor Street,190,nearest_address
7433,20JH210,E Brookline St,73 E Brookline St,IS,,2010740047,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=251; METERED_FL=U; PLACEMENT=MIGRATED,20JH210,,,KE,KEK81,2012,,,,1,,1177632000000,chalmersh,1225152000000,{C9621D62-42EE-5F4E-A5EF-1F8CA11E1CE5},-71.070480868999937,42.337839216000077,64 OPP (STREET_FEA 4),STREET_FEA 4,56,derived_50_100_ft,boston-sam,164685,73 E Brookline St,E Brookline St,42.33770228,-71.07038508,East Brookline Street & Harrison Avenue,215,nearest_address
7450,21JH14,Tremont St,725-743 Tremont St,IS,189302400000,2110740198,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4636; METERED_FL=U; PLACEMENT=MIGRATED,21JH14,,,SM,SMH205,1976,,,,1,,1177632000000,blundonr,1255478400000,{1C1C2561-6AE8-5BAA-B482-B4478D3AE874},-71.078587049999953,42.340372180000031,731 (STREET_FEA 4217),STREET_FEA 4217,60,derived_50_100_ft,boston-sam,137935,725-743 Tremont St,Tremont St,42.34053197,-71.07864717,Tremont Street & Worcester Street,111,nearest_address
7475,21JH94,W Brookline St,132 W Brookline St,IS,,2110740127,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=145; METERED_FL=U; PLACEMENT=MIGRATED,21JH94,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{DF81BDDD-66D8-5B26-8792-5BFDD868423E},-71.074945400999979,42.341577528000073,130-132 (STREET_FEA 72),STREET_FEA 72,39,derived_0_50_ft,boston-sam,350978,132 W Brookline St,W Brookline St,42.34149726,-71.07504116,Aguadilla Street & West Brookline Street,73,nearest_address
7574,20JH154,Albany Street,Near Albany Street & East Stoughton Street,IS,659923200000,2010740215,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=7; METERED_FL=U; PLACEMENT=MIGRATED,20JH154,,,US,USMET250,1995,,,,1,,1177632000000,chalmersh,1225152000000,{0A416892-A872-5075-89DB-62E01999B94E},-71.071115245999977,42.335313066000026,691 (STREET_FEA 160),STREET_FEA 160,157,intersection_preferred_150_plus_ft,boston-sam,161420,715 Albany St,Albany St,42.33559072,-71.07156068,Albany Street & East Stoughton Street,101,nearest_intersection
7634,21JH104,Pembroke St,115 Pembroke St,IS,,2110740067,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4953; METERED_FL=U; PLACEMENT=MIGRATED,21JH104,,,US,USSEN,1981,,,,1,,1177632000000,blundonr,1255478400000,{26540912-C2E8-5720-B03B-810B37C2276E},-71.076875103999953,42.342693273000066,117 (STREET_FEA 3273),STREET_FEA 3273,39,derived_0_50_ft,boston-sam,109002,115 Pembroke St,Pembroke St,42.34274867,-71.07675060,Columbus Square & Pembroke Street,327,nearest_address
7826,20JH242,Bio Square Drive,Near Bio Square Drive & East Newton Street,IS,1066003200000,2010740364,,,GPS,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=2328; METERED_FL=U; PLACEMENT=MIGRATED,20JH242,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1244419200000,{36BFE613-452F-5F54-858F-F992110973FB},-71.067679203999944,42.335409974000072,STREET_FEA 2256,STREET_FEA 2256,344,intersection_preferred_150_plus_ft,boston-sam,341252,620 Albany St,Albany St,42.33604981,-71.06861848,Bio Square Drive & East Newton Street,376,nearest_intersection
7830,21JH24,Tremont St,700-708 Tremont St,IS,,2110740194,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=76; METERED_FL=U; PLACEMENT=MIGRATED,21JH24,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{B5D384FC-5318-5FD6-8742-DC85B09DEF5B},-71.077861985999959,42.340438559000063,708 (STREET_FEA 4217),STREET_FEA 4217,108,derived_100_150_ft,boston-sam,137933,700-708 Tremont St,Tremont St,42.34050667,-71.07746960,Concord Square & Tremont Street,64,nearest_address
7836,21JH122,San Juan St,11 San Juan St,IS,,2110740141,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=72; METERED_FL=U; PLACEMENT=MIGRATED,21JH122,,,KE,KEK11,1974,,,,1,,1177632000000,blundonr,1244505600000,{6CAAFEE7-E964-5626-B39C-5A350E06C7C4},-71.073592264999945,42.341414674000077,11 (STREET_FEA 3784),STREET_FEA 3784,35,derived_0_50_ft,boston-sam,351008,11 San Juan St,San Juan St,42.34133248,-71.07352447,Newland Street & San Juan Street,168,nearest_address
7839,21JH212,Union Park,9 Union Park,IS,,2110740081,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3868; METERED_FL=U; PLACEMENT=MIGRATED,21JH212,,,US,USH205,1976,,,,1,,1177632000000,blundonr,1244505600000,{4FF50F58-D935-5C13-806C-262FCEAAC423},-71.070870040999978,42.342503030000046,11 (STREET_FEA 4249),STREET_FEA 4249,57,derived_50_100_ft,boston-sam,139217,9 Union Park,Union Park,42.34255867,-71.07067059,Shawmut Avenue & Union Park,149,nearest_address
7868,22JH194,Emerald Ct,2-6 Emerald Ct,IS,1059004800000,2210740279,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3868; METERED_FL=U; PLACEMENT=MIGRATED,22JH194,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{91350AAD-BD7F-5AEA-BC72-5A0B6FE7D82C},-71.067078887999969,42.345503973000064,2 (STREET_FEA 1523),STREET_FEA 1523,72,derived_50_100_ft,boston-sam,341668,2-6 Emerald Ct,Emerald Ct,42.34548057,-71.06734534,Castle Court & Emerald Court,75,nearest_address
7870,22KH46,Harrison Ave,333 Harrison Ave,IS,1418688000000,2211740127,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4531; METERED_FL=U; PLACEMENT=MIGRATED,22KH46,,,MU,MUCENT,1976,,,,1,,1177632000000,digiornom,1438905600000,{3AEC29FB-B878-5B06-947B-B850F37BA01A},-71.063307015999953,42.345724454000049,300 (STREET_FEA 2032),STREET_FEA 2032,136,derived_100_150_ft,boston-sam,445211,333 Harrison Ave,Harrison Ave,42.34575982,-71.06380844,Harrison Avenue & William E. Mullins Way,119,nearest_address
7888,21JH26,Tremont St,705-723 Tremont St,IS,,2110740171,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3728; METERED_FL=U; PLACEMENT=MIGRATED,21JH26,,,MU,MUCENT,1975,,,,1,,1177632000000,blundonr,1255478400000,{AA03FD28-24DB-5C92-874A-AD9EED0FBCB0},-71.077772516999971,42.340824852000026,715 (STREET_FEA 4217),STREET_FEA 4217,50,derived_0_50_ft,boston-sam,137934,705-723 Tremont St,Tremont St,42.34089443,-71.07793240,Rutland Square & Rutland Street,133,nearest_address
8012,21JH246,Milford St,2 Milford St,IS,1068163200000,2110740021,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4114; METERED_FL=U; PLACEMENT=MIGRATED,21JH246,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1271808000000,{203B3995-7749-5917-9D20-F3A33243C095},-71.068915663999974,42.343601449000062,2 (STREET_FEA 3868),STREET_FEA 3868,19,derived_0_50_ft,boston-sam,95340,2 Milford St,Milford St,42.34355367,-71.06894359,Milford Street & Taylor Street,38,nearest_address
8048,21KH181,E Berkeley St,147-147A E Berkeley St,IS,,2111740274,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1; METERED_FL=U; PLACEMENT=MIGRATED,21KH181,,,MU,MUCENT,1979,,,,1,,1177632000000,blundonr,1255478400000,{945454AF-D336-5CFD-8784-EE98ECF92B17},-71.064665878999961,42.343338263000078,410 OPP (STREET_FEA 2032),STREET_FEA 2032,74,derived_50_100_ft,boston-sam,15102,147-147A E Berkeley St,E Berkeley St,42.34352178,-71.06478643,Fay Street & Harrison Avenue,91,nearest_address
8057,22JH60,Columbus Ave,306-310 Columbus Ave,IS,,2210740223,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=897; METERED_FL=U; PLACEMENT=MIGRATED,22JH60,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{E8917013-BFD8-5BFE-88F5-F282C7434CE3},-71.074484150999979,42.346309376000079,310 (STREET_FEA 1077),STREET_FEA 1077,44,derived_0_50_ft,boston-sam,352576,306-310 Columbus Ave,Columbus Ave,42.34632336,-71.07432045,Chandler Street & Columbus Avenue,167,nearest_address
8077,22KH100,Traveler St,33-39 Traveler St,IS,,2211740202,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2032; METERED_FL=U; PLACEMENT=MIGRATED,22KH100,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{8580AC7C-EDE6-5AB7-9C99-1C12D28CEFDB},-71.063016422999965,42.344312231000060,39 OPP (STREET_FEA 4205),STREET_FEA 4205,95,derived_50_100_ft,boston-sam,136613,33-39 Traveler St,Traveler St,42.34408867,-71.06320059,Harrison Avenue & Traveler Street,235,nearest_address
8169,21JH210,Shawmut Ave,301-303 Shawmut Ave,IS,,2110740075,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4367; METERED_FL=U; PLACEMENT=MIGRATED,21JH210,,,MU,MUCENT,1976,,,,1,,1177632000000,blundonr,1255478400000,{8D7077BC-0BCA-50C6-B976-C03632AB20F7},-71.070028478999973,42.342560270000035,303-301 (STREET_FEA 3868),STREET_FEA 3868,71,derived_50_100_ft,boston-sam,169629,301-303 Shawmut Ave,Shawmut Ave,42.34265742,-71.07025536,Shawmut Avenue & Waltham Street,44,nearest_address
8208,20JH254,E Newton St,120 E Newton St,IS,1133827200000,2010740376,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=mulline,20JH254,,,U,U,,,,,1,,1230681600000,blundonr,1244419200000,{811B58D1-F938-5212-B698-B3E27DC12CA5},-71.069071328999939,42.335275440000032,STREET_FEA 0,STREET_FEA 0,132,derived_100_150_ft,boston-sam,445207,120 E Newton St,E Newton St,42.33551917,-71.06943482,Bio Square Drive & East Newton Street,60,nearest_address
8218,21JH44,Rutland Sq,4 Rutland Sq,IS,,2110740157,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4217; METERED_FL=U; PLACEMENT=MIGRATED,21JH44,,,DA,ADB-84-B,1988,,,,1,,1177632000000,blundonr,1255478400000,{81C00E26-B529-58D1-9B24-B12A4C10083E},-71.077518876999989,42.341045837000081,STREET_FEA 3728,STREET_FEA 3728,97,derived_50_100_ft,boston-sam,120098,4 Rutland Sq,Rutland Sq,42.34116867,-71.07784060,Rutland Square & Rutland Street,73,nearest_address
8303,21JH66,Tremont St,685 Tremont St,IS,,2110740145,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=91; METERED_FL=U; PLACEMENT=MIGRATED,21JH66,,,SM,SMH205,1975,,,,1,,1177632000000,blundonr,1255478400000,{9E4D038A-7239-5897-BAF6-20D79E08BA34},-71.077016070999946,42.341220504000034,685 (STREET_FEA 4217),STREET_FEA 4217,68,derived_50_100_ft,boston-sam,342641,685 Tremont St,Tremont St,42.34140253,-71.07695493,Rutland Square & Rutland Street,130,nearest_address
8305,21KH42,Harrison Ave,443 Harrison Ave,IS,,2111740099,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3286; METERED_FL=U; PLACEMENT=MIGRATED,21KH42,,,MU,MUCENT,1978,,,,1,,1177632000000,blundonr,1255478400000,{4FDE424D-5F9C-5C53-983B-510D20914DFE},-71.065999453999950,42.342310414000053,471 (STREET_FEA 2032),STREET_FEA 2032,72,derived_50_100_ft,boston-sam,69839,443 Harrison Ave,Harrison Ave,42.34250654,-71.06595994,Harrison Avenue & Perry Street,39,nearest_address
8306,21JH168,Wareham St,45-47 Wareham St,IS,,2110740247,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2032; METERED_FL=U; PLACEMENT=MIGRATED,21JH168,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1271808000000,{FBB9126F-34FC-57D9-8E8C-38E4CCDC552E},-71.067754375999982,42.339447989000064,45-47 (STREET_FEA 4376),STREET_FEA 4376,49,derived_0_50_ft,boston-sam,142778,45-47 Wareham St,Wareham St,42.33937267,-71.06790459,Malden Street & Wareham Street,311,nearest_address
8333,20JH249,Massachusetts Avenue,Near Massachusetts Avenue & Massachusetts Avenue Connector,IS,1066003200000,2010740371,,,GPS,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=2746; METERED_FL=U; PLACEMENT=MIGRATED,20JH249,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1244419200000,{DB8E6A04-910E-58E9-A38B-3E67B728F2A9},-71.071450156999958,42.333434113000067,STREET_FEA 2256,STREET_FEA 2256,225,intersection_preferred_150_plus_ft,boston-sam,19118,17 Bradston St,Bradston St,42.33298867,-71.07087059,Massachusetts Avenue & Massachusetts Avenue Connector,317,nearest_intersection
8384,22JH86,Columbus Ave,269-285 Columbus Ave,IS,,2210740161,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1008; METERED_FL=U; PLACEMENT=MIGRATED,22JH86,,,MU,MUCENT,1982,,,,1,,1177632000000,blundonr,1255478400000,{70A0CC58-3FA0-5E2E-91AA-B46E4EACE24A},-71.073638924999955,42.347277154000039,269 (STREET_FEA 1077),STREET_FEA 1077,107,derived_100_150_ft,boston-sam,163590,269-285 Columbus Ave,Columbus Ave,42.34722215,-71.07402854,Clarendon Street & Columbus Avenue,29,nearest_address
8396,22JH40,Columbus Ave,370-370A Columbus Ave,IS,,2210740297,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4653; METERED_FL=U; PLACEMENT=MIGRATED,22JH40,,,SM,SMH205,1976,,,,1,,1177632000000,palaciolv,1224720000000,{7EA3C4A5-2A8F-5948-ADED-B209F000C15F},-71.075881490999961,42.345191445000069,370 (STREET_FEA 1077),STREET_FEA 1077,43,derived_0_50_ft,boston-sam,163604,370-370A Columbus Ave,Columbus Ave,42.34515401,-71.07572837,Columbus Avenue & Yarmouth Street,69,nearest_address
8450,22KH795,Harrison Ave,370-398 Harrison Ave,IS,,2211740267,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4205; METERED_FL=U; PLACEMENT=MIGRATED,22KH795,,,MU,MUCENT,1988,,,,1,,1177632000000,blundonr,1224460800000,{1DEFE5AB-06E8-5A99-99BE-F5E82409D3C6},-71.063958627999966,42.343970568000032,380 (STREET_FEA 2032),STREET_FEA 2032,47,derived_0_50_ft,boston-sam,439545,370-398 Harrison Ave,Harrison Ave,42.34399225,-71.06378511,Harrison Avenue & Traveler Street,179,nearest_address
8472,22JH244,Tremont St,440 Tremont St,IS,1056931200000,2210740199,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=269; METERED_FL=U; PLACEMENT=MIGRATED,22JH244,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1224460800000,{291E1DAB-F4E7-5C06-BB28-947C45E5193A},-71.068922089999944,42.346678420000046,420 (STREET_FEA 4217),STREET_FEA 4217,50,derived_0_50_ft,boston-sam,174238,440 Tremont St,Tremont St,42.34658975,-71.06877996,Appleton Street & Tremont Street,73,nearest_address
